PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AUID,AD,LA,GR,PT,PL,TA,JT,JID,RN,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,DEP,COIS,RF,TT,OID,CIN,CON,CN,FIR,IR,SI,EIN,MID,PMCR
8325295,NLM,MEDLINE,19930812,20051116,0889-8529 (Print) 0889-8529 (Linking),22,2,1993 Jun,The diagnosis and management of diabetes insipidus during medical emergencies.,411-23,,"The abrupt presentation of hypertonic polyuria, polydipsia and hypernatremia, reflects vasopressin deficiency owing to multiple potential etiologies. Diabetes insipidus becomes an emergency and leads to severe hyperosmolality and dehydration when fluid intake does not match obligate losses. Decreased mental alertness may impair the ability to sense thirst or to obtain access to fluids, thus placing patients postoperatively or posttrauma at particular risk of complicated diabetes insipidus. Intravenously administered DDAVP and hydration with hypotonic fluids is the preferred therapy in the acute setting. As diabetes insipidus may be of unpredictable duration, the need for ongoing medical therapy must be frequently reassessed.",,"['Buonocore, C M', 'Robinson, A G']","['Buonocore CM', 'Robinson AG']",,"['Department of Medicine, University of Pittsburgh School of Medicine, Pennsylvania.']",['eng'],,"['Journal Article', 'Review']",United States,Endocrinol Metab Clin North Am,Endocrinology and metabolism clinics of North America,8800104,,IM,"['Diabetes Insipidus/*diagnosis/physiopathology/*therapy', 'Emergencies', 'Humans']",,,,1993/06/01 00:00,1993/06/01 00:01,['1993/06/01 00:00'],"['1993/06/01 00:00 [pubmed]', '1993/06/01 00:01 [medline]', '1993/06/01 00:00 [entrez]']",,ppublish,Endocrinol Metab Clin North Am. 1993 Jun;22(2):411-23.,,,42,,,,,,,,,,,
19454377,NLM,MEDLINE,20090826,20220317,1934-2403 (Electronic) 1530-891X (Linking),15,4,2009 May-Jun,"Diabetes insipidus in pregnancy: etiology, evaluation, and management.",377-82,10.4158/EP09090.RA [doi],"OBJECTIVE: To review the approach to a patient with diabetes insipidus during pregnancy. METHODS: This review examines the normal physiology of water homeostasis, the related changes that occur during pregnancy, and the pathophysiology of diabetes insipidus in pregnancy. Associated complications, evaluation, and management are discussed. RESULTS: Diabetes insipidus can complicate up to 1 in 30,000 pregnancies. Diabetes insipidus during pregnancy has a variety of causes, some that predate the pregnancy and others that begin during gestation. Polyuria and polydipsia can occur or be exacerbated in women with overt or subclinical central or nephrogenic diabetes insipidus. These women have either decreased central secretory reserve or impaired renal responsiveness to vasopressin. In addition, women can experience diabetes insipidus de novo in pregnancy through the actions of placental vasopressinase, which causes accelerated degradation of vasopressin. This form of diabetes insipidus may be associated with increased complications of pregnancy, including preeclampsia. Management of central diabetes insipidus and transient diabetes insipidus of pregnancy can be achieved with 1-deamino-8-D-arginine vasopressin (desmopressin acetate) (DDAVP), a vasopressin analogue. Nephrogenic diabetes insipidus is typically resistant to both DDAVP and vasopressin and underlying causes should be addressed. CONCLUSIONS: Increased awareness of diabetes insipidus in pregnancy may lead to early diagnosis and appropriate treatment that will reduce the risks of maternal and fetal morbidity. Overall, growing experience with DDAVP has shown that it is a safe and effective treatment for diabetes insipidus caused by a variety of factors.",,"['Ananthakrishnan, Sonia']",['Ananthakrishnan S'],,"['Section of Endocrinology, Diabetes, and Nutrition, Boston University School of Medicine, Boston Medical Center, Boston, Massachusetts 02118, USA. Sonia53175@yahoo.com']",['eng'],,"['Journal Article', 'Review']",United States,Endocr Pract,Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,9607439,"['0 (Hemostatics)', '11000-17-2 (Vasopressins)']",IM,"['Diabetes Insipidus/*diagnosis/drug therapy/embryology/*etiology', 'Female', 'Hemostatics/therapeutic use', 'Humans', 'Pregnancy', 'Pregnancy Complications', 'Vasopressins/therapeutic use']",,,,2009/05/21 09:00,2009/08/27 09:00,['2009/05/21 09:00'],"['2009/05/21 09:00 [entrez]', '2009/05/21 09:00 [pubmed]', '2009/08/27 09:00 [medline]']","['S1530-891X(20)41049-3 [pii]', '10.4158/EP09090.RA [doi]']",ppublish,Endocr Pract. 2009 May-Jun;15(4):377-82. doi: 10.4158/EP09090.RA.,,,39,,,,,,,,,,,
7938892,NLM,MEDLINE,19941103,20190920,0278-4807 (Print) 0278-4807 (Linking),18,6,1993 Nov-Dec,Diabetes insipidus and spinal cord injury: a challenging combination.,368-74,,"Diabetes insipidus is a life-threatening condition in which the kidneys excrete huge quantities of diluted urine. Diabetes insipidus as a sequela of head trauma is unusual, but not rare. When it arises in conjunction with a spinal cord injury (SCI), diabetes insipidus not only is life threatening but also raises challenges for bladder retraining. This article describes the pathogenesis, diagnosis, and management of diabetes insipidus. A case study is used to demonstrate the patient course and nursing implications, with emphasis on two nursing diagnoses: fluid volume deficit and alterations in urinary elimination.",,"['Closson, B L', 'Beck, L A', 'Swift, M A']","['Closson BL', 'Beck LA', 'Swift MA']",,,['eng'],,"['Case Reports', 'Journal Article']",United States,Rehabil Nurs,Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses,8104825,,,"['Adult', '*Diabetes Insipidus/diagnosis/etiology/physiopathology/therapy', 'Humans', 'Male', 'Nursing Diagnosis', '*Patient Care Planning', 'Spinal Cord Injuries/*complications']",,,,1993/11/01 00:00,1993/11/01 00:01,['1993/11/01 00:00'],"['1993/11/01 00:00 [pubmed]', '1993/11/01 00:01 [medline]', '1993/11/01 00:00 [entrez]']",['10.1002/j.2048-7940.1993.tb00791.x [doi]'],ppublish,Rehabil Nurs. 1993 Nov-Dec;18(6):368-74. doi: 10.1002/j.2048-7940.1993.tb00791.x.,,,,,,,,,,,,,,
1603350,NLM,MEDLINE,19920713,20190514,0028-3878 (Print) 0028-3878 (Linking),42,6,1992 Jun,Wolfram syndrome: evidence of a diffuse neurodegenerative disease by magnetic resonance imaging.,1220-4,,"Wolfram syndrome is an autosomal recessive disorder beginning in childhood that consists of four cardinal features: optic atrophy, diabetes mellitus, diabetes insipidus, and neurosensory hearing loss. Aside from these features, the clinical picture is highly variable and may include other neurologic abnormalities such as ataxia, nystagmus, mental retardation, and seizures. We present two unrelated patients with Wolfram syndrome, both of whom had the four cardinal features and several other neurologic abnormalities. MRIs showed widespread atrophic changes throughout the brain, some of which correlated with the major neurologic features of the syndrome.",,"['Rando, T A', 'Horton, J C', 'Layzer, R B']","['Rando TA', 'Horton JC', 'Layzer RB']",,"['Department of Neurology, University of California, School of Medicine, San Francisco.']",['eng'],,"['Case Reports', 'Journal Article']",United States,Neurology,Neurology,0401060,,IM,"['Adult', 'Atrophy', 'Brain/*pathology', 'Female', 'Humans', '*Magnetic Resonance Imaging', '*Nerve Regeneration', 'Wolfram Syndrome/*diagnosis']",,,,1992/06/01 00:00,1992/06/01 00:01,['1992/06/01 00:00'],"['1992/06/01 00:00 [pubmed]', '1992/06/01 00:01 [medline]', '1992/06/01 00:00 [entrez]']",['10.1212/wnl.42.6.1220 [doi]'],ppublish,Neurology. 1992 Jun;42(6):1220-4. doi: 10.1212/wnl.42.6.1220.,,,,,,,,,,,,,,
13190425,NLM,MEDLINE,20030501,20181201,0366-1334 (Print) 0366-1334 (Linking),70,19-20,1954 Jun 11-18,[Diabetes insipidus and familial hypercholesteremic xanthomatosis].,730-1,,,,"['GILBERT-DREYFUS', 'SAVOIE, J C', 'CHIMENES, H', 'SEBAOUN, J']","['GILBERT-DREYFUS', 'SAVOIE JC', 'CHIMENES H', 'SEBAOUN J']",,,['fre'],,['Journal Article'],France,Bull Mem Soc Med Hop Paris,Bulletins et memoires de la Societe medicale des hopitaux de Paris,7503472,,OM,"['Diabetes Insipidus/*complications', 'Humans', '*Lipidoses', '*Wolman Disease', '*Xanthomatosis']",,['NLM'],"['*DIABETES INSIPIDUS/complications', '*LIPOIDOSIS']",1954/06/11 00:00,1954/06/11 00:01,['1954/06/11 00:00'],"['1954/06/11 00:00 [pubmed]', '1954/06/11 00:01 [medline]', '1954/06/11 00:00 [entrez]']",,ppublish,Bull Mem Soc Med Hop Paris. 1954 Jun 11-18;70(19-20):730-1.,,,,Diabete insipide et xanthomatose familiale hypercholesterolemique.,['CLML: 5527:2005:137:265'],,,,,,,,,
13515543,NLM,MEDLINE,20000701,20181201,0024-7790 (Print) 0024-7790 (Linking),90,4,1958 Jan 26,[New contributions to the clinical manifestations of diabetes insipidus].,133-4,,,,"['BASTENIE, P A', 'BELLENS, R', 'DEMANET, J C', 'CONARD, V']","['BASTENIE PA', 'BELLENS R', 'DEMANET JC', 'CONARD V']",,,['fre'],,['Journal Article'],France,Lyon Med,Lyon medical,0335015,"['11000-17-2 (Vasopressins)', '113-79-1 (Arginine Vasopressin)']",OM,"['*Arginine Vasopressin', '*Diabetes Insipidus', '*Diabetes Insipidus, Neurogenic', 'Humans', 'Vasopressins/*physiology']",,['NLM'],"['*DIABETES INSIPIDUS', '*VASOPRESSIN/physiology']",1958/01/26 00:00,1958/01/26 00:01,['1958/01/26 00:00'],"['1958/01/26 00:00 [pubmed]', '1958/01/26 00:01 [medline]', '1958/01/26 00:00 [entrez]']",,ppublish,Lyon Med. 1958 Jan 26;90(4):133-4.,,,,Nouveaux apports a la clinique du diabete insipide.,['CLML: 5834:7915:178:630'],,,,,,,,,
5533225,NLM,MEDLINE,19710403,20200515,0019-5359 (Print) 0019-5359 (Linking),24,10,1970 Oct,"An epidemic of ""polyuria and polydipsia syndrome"". Epidemiology of 'Poona disease'.",626-33,,,,"['Deodhar, N S', 'Rao, V N', 'Ganla, V G', 'Sule, C R', 'Mistry, C J']","['Deodhar NS', 'Rao VN', 'Ganla VG', 'Sule CR', 'Mistry CJ']",,,['eng'],,['Journal Article'],India,Indian J Med Sci,Indian journal of medical sciences,0373023,,IM,"['Adolescent', 'Adult', 'Child', 'Child, Preschool', 'Diabetes Insipidus/diagnosis/*epidemiology/etiology/genetics', 'Humans']",,,,1970/10/01 00:00,1970/10/01 00:01,['1970/10/01 00:00'],"['1970/10/01 00:00 [pubmed]', '1970/10/01 00:01 [medline]', '1970/10/01 00:00 [entrez]']",,ppublish,Indian J Med Sci. 1970 Oct;24(10):626-33.,,,,,,,,,,,,,,
13596741,NLM,MEDLINE,20000701,20181201,0046-3515 (Print) 0046-3515 (Linking),10,3,1958,[Pregnancy occurring during post-traumatic diabetes insipidus treated permanently with posterior extracts].,274-9,,,,"['MORIN, P', 'HANON, F', 'COQUOIN-CARNOT']","['MORIN P', 'HANON F', 'COQUOIN-CARNOT']",,,['fre'],,['Journal Article'],France,Bull Fed Soc Gynecol Obstet Lang Fr,Bulletin de la Federation des societes de gynecologie et dobstetrique de langue francaise,7503396,,OM,"['*Diabetes Insipidus', '*Diabetes Insipidus, Neurogenic', 'Female', 'Humans', '*Pituitary Gland', '*Pituitary Gland, Posterior', 'Pregnancy']",,['NLM'],"['*DIABETES INSIPIDUS/in pregnancy', '*PITUITARY GLAND, POSTERIOR/extracts', '*PREGNANCY']",1958/01/01 00:00,1958/01/01 00:01,['1958/01/01 00:00'],"['1958/01/01 00:00 [pubmed]', '1958/01/01 00:01 [medline]', '1958/01/01 00:00 [entrez]']",,ppublish,Bull Fed Soc Gynecol Obstet Lang Fr. 1958;10(3):274-9.,,,,Gestation obtenue au cours d'un diabete insipide post-traumatique traite en permanence par les extraits post-hypophysaires.,['CLML: 5935:26249:172:457:473'],,,,,,,,,
13501544,NLM,MEDLINE,20000701,20181201,0017-0275 (Print) 0017-0275 (Linking),38,10,1957 Oct,[Further anatomo-clinical study of symptomatic diabetes insipidus].,1606-16,,,,"['RIZZENTE, S', 'BERSELLI, L']","['RIZZENTE S', 'BERSELLI L']",,,['ita'],,['Journal Article'],Italy,G Clin Med,Giornale di clinica medica,0413411,,OM,"['Brain Neoplasms/*complications', 'Breast Neoplasms/*complications', 'Diabetes Insipidus/*etiology', '*Diabetes Insipidus, Neurogenic', 'Humans', '*Neoplasms', '*Pituitary Gland', '*Pituitary Neoplasms']",,['NLM'],"['*BRAIN NEOPLASMS/complications', '*BREAST NEOPLASMS/complications', '*DIABETES INSIPIDUS/etiology and pathogenesis', '*PITUITARY GLAND/neoplasms']",1957/10/01 00:00,1957/10/01 00:01,['1957/10/01 00:00'],"['1957/10/01 00:00 [pubmed]', '1957/10/01 00:01 [medline]', '1957/10/01 00:00 [entrez]']",,ppublish,G Clin Med. 1957 Oct;38(10):1606-16.,,,,Ulteriore contributo anatomo-clinico allo studio del diabete insipido sintomatico.,['CLML: 5833:44652:91:93:154:396'],,,,,,,,,
7030586,NLM,MEDLINE,19820212,20131121,0009-9074 (Print) 0009-9074 (Linking),99,1,1981 Oct 15,"[Hypothalamic diabetes insipidus in aged patients: physiopathological aspects, diagnostic problems and therapeutic considerations].",91-103,,,,"['Mancinella, A']",['Mancinella A'],,,['ita'],,"['Journal Article', 'Review']",Italy,Clin Ter,La Clinica terapeutica,0372604,"['0 (Benzothiadiazines)', '0 (Diuretics)', '0 (Hypoglycemic Agents)', '0 (Sodium Chloride Symporter Inhibitors)', '11000-17-2 (Vasopressins)', '33CM23913M (Carbamazepine)', 'HPN91K7FU3 (Clofibrate)']",IM,"['Aged', 'Benzothiadiazines', 'Carbamazepine/therapeutic use', 'Clofibrate/therapeutic use', 'Diabetes Insipidus/diagnosis/drug therapy/*etiology', 'Diagnosis, Differential', 'Diuretics', 'Humans', 'Hypoglycemic Agents/therapeutic use', 'Hypothalamic Diseases/*complications', 'Hypothalamic Neoplasms/complications', 'Hypothalamus/injuries', 'Sodium Chloride Symporter Inhibitors/therapeutic use', 'Vasopressins/therapeutic use']",,,,1981/10/15 00:00,1981/10/15 00:01,['1981/10/15 00:00'],"['1981/10/15 00:00 [pubmed]', '1981/10/15 00:01 [medline]', '1981/10/15 00:00 [entrez]']",,ppublish,Clin Ter. 1981 Oct 15;99(1):91-103.,,,64,"Il diabete insipido ipotalamico nell'anziano: aspetti fisiopatologici, Problemi diagnostici, considerazioni terapeutiche.",,,,,,,,,,
4555566,NLM,MEDLINE,19720807,20151119,0020-9554 (Print) 0020-9554 (Linking),13,4,1972 Apr,"[Diabetes insipidus (classification, diagnosis, therapy)].",141-7,,,,"['Uhlich, E', 'Buchborn, E']","['Uhlich E', 'Buchborn E']",,,['ger'],,['Journal Article'],Germany,Internist (Berl),Der Internist,0264620,"['11000-17-2 (Vasopressins)', '9NEZ333N27 (Sodium)']",IM,"['Diabetes Insipidus/blood/classification/diagnosis/*drug therapy/etiology/urine', 'Humans', 'Osmolar Concentration', 'Pituitary Function Tests', 'Sodium/blood', 'Thirst', 'Vasopressins/*therapeutic use']",,,,1972/04/01 00:00,1972/04/01 00:01,['1972/04/01 00:00'],"['1972/04/01 00:00 [pubmed]', '1972/04/01 00:01 [medline]', '1972/04/01 00:00 [entrez]']",,ppublish,Internist (Berl). 1972 Apr;13(4):141-7.,,,,"Diabetes insipidus (Einteilung, Diagnostik, Therapie.",,,,,,,,,,
3519006,NLM,MEDLINE,19860708,20190813,0300-0664 (Print) 0300-0664 (Linking),24,1,1986 Jan,Responses of neurohypophysial peptides to hypertonic saline and insulin-induced hypoglycaemia in man.,97-105,,"In order to investigate the possible role of oxytocin in osmoregulation and its response to stress, plasma immunoreactive oxytocin was measured during hypertonic saline infusion and insulin-induced hypoglycaemia in a group of normal subjects, four patients with idiopathic diabetes insipidus and one patient with DIDMOAD syndrome (the syndrome of diabetes insipidus, diabetes mellitus, optic atrophy and deafness). The results were compared with those of plasma immunoreactive vasopressin to the same stimuli. As expected, there was a rise in plasma vasopressin in the normal subjects to both tests: this was absent in the patients with diabetes insipidus. Plasma oxytocin did not rise during hypertonic saline infusion in either group of subjects. The response of oxytocin to insulin-induced hypoglycaemia (0.15 U/kg soluble insulin) in normal subjects was much more variable. One highly symptomatic volunteer showed a marked rise in oxytocin. Two subjects also showed a rise when retested with 0.19 U/kg soluble insulin. There was no response of oxytocin to a standard-dose insulin test in the patients with diabetes insipidus. The data suggest that, in man, oxytocin is not involved in osmoregulation but that it may be secreted in response to marked hypoglycaemia.",,"['Nussey, S S', 'Ang, V T', 'Finer, N', 'Jenkins, J S']","['Nussey SS', 'Ang VT', 'Finer N', 'Jenkins JS']",,,['eng'],,"['Comparative Study', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",England,Clin Endocrinol (Oxf),Clinical endocrinology,0346653,"['0 (Blood Glucose)', '0 (Insulin)', '0 (Saline Solution, Hypertonic)', '11000-17-2 (Vasopressins)', '451W47IQ8X (Sodium Chloride)', '50-56-6 (Oxytocin)']",IM,"['Adult', 'Blood Glucose/*metabolism', 'Diabetes Insipidus/*blood', 'Female', 'Humans', 'Insulin/*pharmacology', 'Male', 'Middle Aged', 'Oxytocin/*blood', 'Pituitary Gland, Anterior/physiopathology', 'Saline Solution, Hypertonic/*pharmacology', 'Sodium Chloride/*pharmacology', 'Vasopressins/blood', 'Wolfram Syndrome/blood/physiopathology']",,,,1986/01/01 00:00,1986/01/01 00:01,['1986/01/01 00:00'],"['1986/01/01 00:00 [pubmed]', '1986/01/01 00:01 [medline]', '1986/01/01 00:00 [entrez]']",['10.1111/j.1365-2265.1986.tb03259.x [doi]'],ppublish,Clin Endocrinol (Oxf). 1986 Jan;24(1):97-105. doi: 10.1111/j.1365-2265.1986.tb03259.x.,,,,,,,,,,,,,,
1012218,NLM,MEDLINE,19770331,20181130,0026-4946 (Print) 0026-4946 (Linking),28,30,1976 Sep 29,[Etiopathogenesis and differential diagnosis of diabetes insipidus. Experimental research].,1813-20,,,,"['de Sanctis, C', 'Dogliani, P', 'Ponzone, A']","['de Sanctis C', 'Dogliani P', 'Ponzone A']",,,['ita'],,['Journal Article'],Italy,Minerva Pediatr,Minerva pediatrica,0400740,['11000-17-2 (Vasopressins)'],IM,"['*Diabetes Insipidus/diagnosis/etiology', 'Diagnosis, Differential', 'Humans', 'Kidney Diseases/complications', 'Pituitary Gland, Posterior/metabolism', 'Psychophysiologic Disorders', 'Vasopressins/metabolism', 'Water-Electrolyte Balance']",,,,1976/09/29 00:00,1976/09/29 00:01,['1976/09/29 00:00'],"['1976/09/29 00:00 [pubmed]', '1976/09/29 00:01 [medline]', '1976/09/29 00:00 [entrez]']",,ppublish,Minerva Pediatr. 1976 Sep 29;28(30):1813-20.,,,,Eziopatogenesi e diagnostica differenziale del diabete insipido. Ricerche sperimentali.,,,,,,,,,,
32005690,NLM,MEDLINE,20201119,20210201,1526-3347 (Electronic) 0191-9601 (Print) 0191-9601 (Linking),41,2,2020 Feb,Diabetes Insipidus.,96-99,10.1542/pir.2018-0337 [doi],,,"['Weiner, Alyson', 'Vuguin, Patricia']","['Weiner A', 'Vuguin P']",,"['Columbia University Irving Medical Center, New York, NY.', 'Columbia University Irving Medical Center, New York, NY.']",['eng'],['T32 DK065522/DK/NIDDK NIH HHS/United States'],['Journal Article'],United States,Pediatr Rev,Pediatrics in review,8103046,"['0 (Antidiuretic Agents)', 'ENR1LLB0FP (Deamino Arginine Vasopressin)']",IM,"['Antidiuretic Agents/therapeutic use', 'Deamino Arginine Vasopressin/therapeutic use', '*Diabetes Insipidus/diagnosis/drug therapy/etiology/physiopathology', 'Humans']",PMC7426034,,,2020/02/02 06:00,2020/11/20 06:00,['2020/02/02 06:00'],"['2020/02/02 06:00 [entrez]', '2020/02/02 06:00 [pubmed]', '2020/11/20 06:00 [medline]']","['41/2/96 [pii]', '10.1542/pir.2018-0337 [doi]']",ppublish,Pediatr Rev. 2020 Feb;41(2):96-99. doi: 10.1542/pir.2018-0337.,,,,,,,,,,,,,['NIHMS1615259'],
13882818,NLM,MEDLINE,19981101,20181201,0021-972X (Print) 0021-972X (Linking),22,,1962 Aug,Physiologic studies in nephrogenic diabetes insipidus.,827-38,,,,"['CUTLER, R E', 'KLEEMAN, C R', 'MAXWELL, M H', 'DOWLING, J T']","['CUTLER RE', 'KLEEMAN CR', 'MAXWELL MH', 'DOWLING JT']",,,['eng'],,['Journal Article'],United States,J Clin Endocrinol Metab,The Journal of clinical endocrinology and metabolism,0375362,,OM,"['Diabetes Insipidus/*physiology', '*Diabetes Insipidus, Nephrogenic', '*Diabetes Insipidus, Neurogenic', 'Humans']",,['NLM'],['*DIABETES INSIPIDUS/physiology'],1962/08/01 00:00,1962/08/01 00:01,['1962/08/01 00:00'],"['1962/08/01 00:00 [pubmed]', '1962/08/01 00:01 [medline]', '1962/08/01 00:00 [entrez]']",['10.1210/jcem-22-8-827 [doi]'],ppublish,J Clin Endocrinol Metab. 1962 Aug;22:827-38. doi: 10.1210/jcem-22-8-827.,,,,,,,,,,,,,,
12042693,NLM,MEDLINE,20020815,20191025,0730-4625 (Print) 0730-4625 (Linking),21,3,2002 May-Jun,Diabetes insipidus.,94-7,,The author describes ways to recognize and control this potentially deadly condition.,,"['Holcomb, Susan Simmons']",['Holcomb SS'],,"['Walk-In Health Care of Olathe, Kan. sholcomb@kc.rr.com']",['eng'],,"['Case Reports', 'Journal Article']",United States,Dimens Crit Care Nurs,Dimensions of critical care nursing : DCCN,8211489,,,"['*Diabetes Insipidus/diagnosis/nursing/therapy', 'Humans', 'Male', 'Middle Aged']",,,,2002/06/04 10:00,2002/08/16 10:01,['2002/06/04 10:00'],"['2002/06/04 10:00 [pubmed]', '2002/08/16 10:01 [medline]', '2002/06/04 10:00 [entrez]']",['10.1097/00003465-200205000-00004 [doi]'],ppublish,Dimens Crit Care Nurs. 2002 May-Jun;21(3):94-7. doi: 10.1097/00003465-200205000-00004.,,,,,,,,,,,,,,
9201003,NLM,MEDLINE,19970711,20051116,0003-9926 (Print) 0003-9926 (Linking),157,12,1997 Jun 23,The management of diabetes insipidus in adults.,1293-301,,"The management of patients with diabetes insipidus can be confusing because of the disorder's variable pathophysiology, the numerous medications used, and the possible complications related to their use. Nevertheless, the primary care physician, rather than the subspecialist, will increasingly be called on to manage patients with such relatively uncommon conditions in the future. If a few basic facts and principles are kept in mind, the care of most patients with diabetes insipidus can be successful. A comprehensive, practical review of the short- and long-term therapy for patients with diabetes insipidus, including central diabetes insipidus, nephrogenic diabetes insipidus, and the ""excessive vasopressinase syndrome,"" is presented. The use of single and multidrug regimens, and of the newly marketed oral formulation of desmopressin acetate, is described for common clinical settings.",,"['Singer, I', 'Oster, J R', 'Fishman, L M']","['Singer I', 'Oster JR', 'Fishman LM']",,"['Medical Service, Department of Veterans Affairs Medical Center, USA.']",['eng'],,"['Case Reports', 'Journal Article', 'Review']",United States,Arch Intern Med,Archives of internal medicine,0372440,,IM,"['Acute Disease', 'Adult', 'Chronic Disease', '*Diabetes Insipidus/diagnosis/etiology/therapy', 'Diagnosis, Differential', 'Female', 'Humans', 'Male', 'Middle Aged']",,,,1997/06/23 00:00,1997/06/23 00:01,['1997/06/23 00:00'],"['1997/06/23 00:00 [pubmed]', '1997/06/23 00:01 [medline]', '1997/06/23 00:00 [entrez]']",,ppublish,Arch Intern Med. 1997 Jun 23;157(12):1293-301.,,,38,,,,,,,,,,,
5160564,NLM,MEDLINE,19720502,20041117,0014-2565 (Print) 0014-2565 (Linking),123,5,1971 Dec 15,[Diabetes insipidus vera and polyuria-polydipsia].,415-24,,,,"['Feijoo Fernandez, C', 'De Leiva Hidalgo, A']","['Feijoo Fernandez C', 'De Leiva Hidalgo A']",,,['spa'],,['Journal Article'],Spain,Rev Clin Esp,Revista clinica espanola,8608576,,IM,"['*Diabetes Insipidus/diagnosis/etiology/therapy', 'Humans', '*Polyuria/etiology']",,,,1971/12/15 00:00,1971/12/15 00:01,['1971/12/15 00:00'],"['1971/12/15 00:00 [pubmed]', '1971/12/15 00:01 [medline]', '1971/12/15 00:00 [entrez]']",,ppublish,Rev Clin Esp. 1971 Dec 15;123(5):415-24.,,,,Diabetes insipida vera y sindrome poliuria-polidipsia.,,,,,,,,,,
