PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,COIS,AUID,RN,EIN,CIN,RF,GR,CON,TT,MID,CN,OID,FIR,IR,GN,PS,FPS
17455586,NLM,MEDLINE,20070629,20110727,0047-1852 (Print) 0047-1852 (Linking),65 Suppl 2 Pt. 1,,2007 Feb 28,[Infectious diseases in overseas travellers].,21-6,,,,"['Kano, Shigeyuki']",['Kano S'],"['Department of Appropriate Technology Development and Transfer, Research Institute, International Medical Center of Japan.']",['jpn'],"['Journal Article', 'Review']",,Japan,Nihon Rinsho,Nihon rinsho. Japanese journal of clinical medicine,0420546,IM,"['Animals', '*Communicable Disease Control', 'Communicable Diseases/epidemiology/*transmission', 'Disease Outbreaks/prevention & control', 'Humans', 'Risk', '*Travel', 'Zoonoses']",,,,2007/04/26 09:00,2007/06/30 09:00,['2007/04/26 09:00'],"['2007/04/26 09:00 [pubmed]', '2007/06/30 09:00 [medline]', '2007/04/26 09:00 [entrez]']",,ppublish,Nihon Rinsho. 2007 Feb 28;65 Suppl 2 Pt. 1:21-6.,,,,,,13,,,,,,,,,,,
23492995,NLM,MEDLINE,20130828,20181023,1972-2680 (Electronic) 1972-2680 (Linking),7,3,2013 Mar 14,High throughput genomic and proteomic technologies in the fight against infectious diseases.,182-90,10.3855/jidc.3027 [doi],"New technologies have shown significant promise in the fight against infectious diseases, with the discovery of novel molecular targets for in vitro diagnostics and the improved design of vaccines. In developing countries, especially in areas of neglected diseases and resources-poor settings, a number of technological innovations are further needed, such as the integration of old and new biomarkers in suitable analysis platforms, the simplification of existing analysis systems, and the improvement of sample preservation and management. However, in these areas, identification of new biomarkers for infectious diseases is still a core issue in the diagnostic quest. Similarly, new technologies will allow scientists to design vaccines with improved immunogenicity, efficacy and safety in the local area, according to the circulating pathogenic strains and the genetic background of the population to be immunized. In this work we review the current omics-based technologies and their potential for accelerating the development of next generation vaccines and the identification of biomarkers suitable for point-of-care (POC) diagnostic applications.",,"['Tanca, Alessandro', 'Deligios, Massimo', 'Addis, Maria Filippa', 'Uzzau, Sergio']","['Tanca A', 'Deligios M', 'Addis MF', 'Uzzau S']","['Dipartimento di Scienze Biomediche, Universita di Sassari, Sassari, Italy. tanca@portocontericerche.it']",['eng'],"['Journal Article', 'Review']",20130314,Italy,J Infect Dev Ctries,Journal of infection in developing countries,101305410,IM,"['Communicable Disease Control/*methods', 'Communicable Diseases/diagnosis/*drug therapy/*immunology', 'Genomics/*methods/trends', 'Humans', 'Proteomics/*methods/trends']",,,,2013/03/16 06:00,2013/08/29 06:00,['2013/03/16 06:00'],"['2012/09/25 00:00 [received]', '2013/02/16 00:00 [accepted]', '2013/02/14 00:00 [revised]', '2013/03/16 06:00 [entrez]', '2013/03/16 06:00 [pubmed]', '2013/08/29 06:00 [medline]']",['10.3855/jidc.3027 [doi]'],epublish,J Infect Dev Ctries. 2013 Mar 14;7(3):182-90. doi: 10.3855/jidc.3027.,,,,,,,,,,,,,,,,,
8336085,NLM,MEDLINE,19930826,20191101,0303-6812 (Print) 0303-6812 (Linking),31,5,1993,Dose-dependent latent period and periodicity of infectious diseases.,487-94,,This paper presents a theoretical analysis of an SEIRS epidemiological model. It shows that nonlinearity due to a dose-dependent latent period can cause periodicity through a Hopf bifurcation.,,"['Liu, W M']",['Liu WM'],"['Department of Mathematical Sciences, Indiana University, Purdue University at Indianapolis 46205-2810.']",['eng'],['Journal Article'],,Germany,J Math Biol,Journal of mathematical biology,7502105,IM,"['Communicable Diseases/*epidemiology/*physiopathology', 'Humans', 'Mathematics', '*Models, Statistical', 'Time Factors']",,,,1993/01/01 00:00,1993/01/01 00:01,['1993/01/01 00:00'],"['1993/01/01 00:00 [pubmed]', '1993/01/01 00:01 [medline]', '1993/01/01 00:00 [entrez]']",['10.1007/BF00173888 [doi]'],ppublish,J Math Biol. 1993;31(5):487-94. doi: 10.1007/BF00173888.,,,,,,,,,,,,,,,,,
26627674,NLM,MEDLINE,20160324,20151202,1534-6080 (Electronic) 0041-1337 (Linking),99,12,2015 Dec,Infectious Diseases in Transplantation--Report of the 20th Nantes Actualites Transplantation Meeting.,2444-7,10.1097/TP.0000000000000997 [doi],"The 20th Nantes Actualites Transplantation (NAT) meeting was held on June 11, 2015, and June 12, 2015. This year, the local organizing committee selected an update on infectious diseases in solid organ and hematopoietic stem cell transplantation. With an attendance of close to 170 clinicians, researchers, students, engineers, technicians, invited speakers, and guests from North and South America, Germany, Switzerland, Netherlands, and France, the meeting was well attended. Invited speakers' expertise covered basic as well as translational microbiology, immunology, transplantation, and intensive care medicine. This report identifies a number of advances presented during the meeting in the care and management of infectious diseases in transplantation and immunocompromised patients. New antiviral immune responses and their modulation by pathogens in addition to novel antimicrobial therapeutic strategies, cell therapies, and genomic analysis were discussed.",,"['Haspot, Fabienne', 'Halary, Franck Albert']","['Haspot F', 'Halary FA']","['1 INSERM, UMR 1064-Center for Research in Transplantation and Immunology, Nantes, France. 2 ITUN, CHU Nantes, Nantes, France. 3 University of Nantes, Nantes, France.']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",,United States,Transplantation,Transplantation,0132144,IM,"['*Communicable Diseases/epidemiology/etiology/immunology', 'Congresses as Topic', 'Global Health', 'Hematopoietic Stem Cell Transplantation/*adverse effects', 'Humans', 'Immunocompromised Host/*immunology', 'Incidence', 'Organ Transplantation/*adverse effects', '*Transplantation Immunology']",,,,2015/12/03 06:00,2016/03/25 06:00,['2015/12/03 06:00'],"['2015/12/03 06:00 [entrez]', '2015/12/03 06:00 [pubmed]', '2016/03/25 06:00 [medline]']","['00007890-201512000-00007 [pii]', '10.1097/TP.0000000000000997 [doi]']",ppublish,Transplantation. 2015 Dec;99(12):2444-7. doi: 10.1097/TP.0000000000000997.,,,,,,,,,,,,,,,,,
25151484,NLM,MEDLINE,20150512,20211021,1537-6591 (Electronic) 1058-4838 (Print) 1058-4838 (Linking),59 Suppl 2,Suppl 2,2014 Sep 15,Why infectious diseases.,S85-92,10.1093/cid/ciu441 [doi],"Infectious diseases is a broad discipline that is almost unique in contemporary medicine with its ability to cure and prevent disease, to identify specific disease causes (microbes), and to deal with diverse, sometimes massive outbreaks. The value of the infectious disease practitioner is now magnified by the crisis of antibiotic resistance, the expanding consequences of international travel, the introduction of completely new pathogen diagnostics, and healthcare reform with emphasis on infection prevention and cost in dollars and lives. Infectious disease careers have great personal rewards to the practitioner based on these observations. It is unfortunate that we have been so effective in our work, but relatively ineffective in convincing the healthcare system of this value.","['(c) The Author 2014. Published by Oxford University Press on behalf of the', 'Infectious Diseases Society of America. All rights reserved. For Permissions,', 'please e-mail: journals.permissions@oup.com.']","['Bartlett, John G']",['Bartlett JG'],"['Johns Hopkins University School of Medicine, Baltimore, Maryland.']",['eng'],"['Historical Article', 'Journal Article']",,United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,IM,"['Biomedical Research', 'Communicable Disease Control', 'Communicable Diseases/epidemiology/*history', 'Epidemics', 'History, 20th Century', 'History, 21st Century', 'Humans', 'Leadership']",PMC7108019,['NOTNLM'],"['antibiotic stewardship', 'epidemics', 'infection control', 'kinetics of the field']",2014/08/26 06:00,2015/05/13 06:00,['2014/08/25 06:00'],"['2014/08/25 06:00 [entrez]', '2014/08/26 06:00 [pubmed]', '2015/05/13 06:00 [medline]']","['ciu441 [pii]', '10.1093/cid/ciu441 [doi]']",ppublish,Clin Infect Dis. 2014 Sep 15;59 Suppl 2(Suppl 2):S85-92. doi: 10.1093/cid/ciu441.,,,,,,,,,,,,,,,,,
23580004,NLM,MEDLINE,20130712,20130507,1539-3704 (Electronic) 0003-4819 (Linking),158,9,2013 May 7,Update in infectious diseases: evidence published in 2012.,686-90,10.7326/0003-4819-158-9-201305070-00102 [doi],,,"['Lorber, Bennett']",['Lorber B'],"['Temple University School of Medicine, Philadelphia, Pennsylvania 19140, USA. bennett.lorber@temple.edu']",['eng'],"['Journal Article', 'Review']",,United States,Ann Intern Med,Annals of internal medicine,0372351,IM,"['Anti-Bacterial Agents/adverse effects/therapeutic use', 'Communicable Disease Control', '*Communicable Diseases/diagnosis/therapy', 'Evidence-Based Medicine', 'Humans']",,,,2013/04/13 06:00,2013/07/16 06:00,['2013/04/13 06:00'],"['2013/04/13 06:00 [entrez]', '2013/04/13 06:00 [pubmed]', '2013/07/16 06:00 [medline]']","['1676485 [pii]', '10.7326/0003-4819-158-9-201305070-00102 [doi]']",ppublish,Ann Intern Med. 2013 May 7;158(9):686-90. doi: 10.7326/0003-4819-158-9-201305070-00102.,,,['0 (Anti-Bacterial Agents)'],,,,,,,,,,,,,,
20593218,NLM,MEDLINE,20110412,20211020,1612-9210 (Electronic) 1612-9202 (Print) 1612-9202 (Linking),7,2,2010 Jun,Pathocenosis: a holistic approach to disease ecology.,237-41,10.1007/s10393-010-0326-x [doi],"The history of medicine describes the emergence and recognition of infectious diseases, and human attempts to stem them. It also throws light on the role of changing environmental conditions on disease emergence/re-emergence, establishment and, sometimes, disappearance. However, the dynamics of infectious diseases is also influenced by the relationships between the community of interacting infectious agents present at a given time in a given territory, a concept that Mirko Grmek, an historian of medicine, conceptualized with the word ""pathocenosis"". The spatial and temporal evolution of diseases, when observed at the appropriate scales, illustrates how a change in the pathocenosis, whether of ""natural"" or anthropic origin, can lead to the emergence and spread of diseases.",,"['Gonzalez, Jean-Paul', 'Guiserix, Micheline', 'Sauvage, Frank', 'Guitton, Jean-Sebastien', 'Vidal, Pierre', 'Bahi-Jaber, Narges', 'Louzir, Hechmi', 'Pontier, Dominique']","['Gonzalez JP', 'Guiserix M', 'Sauvage F', 'Guitton JS', 'Vidal P', 'Bahi-Jaber N', 'Louzir H', 'Pontier D']","['International Centre for Scientific Researches, Franceville (CIRMF), BP 2105, Libreville, Gabon. jean-paul.gonzalez@ird.fr']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",20100701,United States,Ecohealth,EcoHealth,101222144,IM,"['Animals', 'Communicable Disease Control', 'Communicable Diseases/epidemiology/*transmission', 'Disease Vectors', '*Ecosystem', 'Holistic Health', 'Humans']",PMC3005112,,,2010/07/02 06:00,2011/04/13 06:00,['2010/07/02 06:00'],"['2009/05/30 00:00 [received]', '2010/06/01 00:00 [accepted]', '2010/05/31 00:00 [revised]', '2010/07/02 06:00 [entrez]', '2010/07/02 06:00 [pubmed]', '2011/04/13 06:00 [medline]']","['326 [pii]', '10.1007/s10393-010-0326-x [doi]']",ppublish,Ecohealth. 2010 Jun;7(2):237-41. doi: 10.1007/s10393-010-0326-x. Epub 2010 Jul 1.,,,,,,,,,,,,,,,,,
24965352,NLM,MEDLINE,20150601,20140927,1537-6591 (Electronic) 1058-4838 (Linking),59,8,2014 Oct 15,The opening and closing of empiric windows: the impact of rapid microbiologic diagnostics.,1199-200,10.1093/cid/ciu493 [doi],,,"['MacFadden, Derek R', 'Leis, Jerome A', 'Mubareka, Samira', 'Daneman, Nick']","['MacFadden DR', 'Leis JA', 'Mubareka S', 'Daneman N']","['Division of Infectious Diseases.', 'Division of Infectious Diseases Centre for Quality Improvement and Patient Safety.', 'Division of Infectious Diseases Department of Laboratory Medicine and Pathobiology, University of Toronto, Ontario, Canada.', 'Division of Infectious Diseases Centre for Quality Improvement and Patient Safety.']",['eng'],['Letter'],20140625,United States,Clin Infect Dis,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,9203213,IM,"['Clinical Laboratory Techniques/*methods', 'Communicable Diseases/*diagnosis/*drug therapy', 'Diagnostic Tests, Routine/*methods', 'Humans', 'Time Factors']",,,,2014/06/27 06:00,2015/06/02 06:00,['2014/06/27 06:00'],"['2014/06/27 06:00 [entrez]', '2014/06/27 06:00 [pubmed]', '2015/06/02 06:00 [medline]']","['ciu493 [pii]', '10.1093/cid/ciu493 [doi]']",ppublish,Clin Infect Dis. 2014 Oct 15;59(8):1199-200. doi: 10.1093/cid/ciu493. Epub 2014 Jun 25.,,,,,,,,,,,,,,,,,
30789129,NLM,MEDLINE,20190815,20220126,1080-6059 (Electronic) 1080-6040 (Print) 1080-6040 (Linking),25,3,2019 Mar,"Case Investigations of Infectious Diseases Occurring in Workplaces, United States, 2006-2015.",397-405,10.3201/eid2503.180708 [doi],"Workers in specific settings and activities are at increased risk for certain infectious diseases. When an infectious disease case occurs in a worker, investigators need to understand the mechanisms of disease propagation in the workplace. Few publications have explored these factors in the United States; a literature search yielded 66 investigations of infectious disease occurring in US workplaces during 2006-2015. Reported cases appear to be concentrated in specific industries and occupations, especially the healthcare industry, laboratory workers, animal workers, and public service workers. A hierarchy-of-controls approach can help determine how to implement effective preventive measures in workplaces. Consideration of occupational risk factors and control of occupational exposures will help prevent disease transmission in the workplace and protect workers' health.",,"['Su, Chia-Ping', 'de Perio, Marie A', 'Cummings, Kristin J', 'McCague, Anna-Binney', 'Luckhaupt, Sara E', 'Sweeney, Marie Haring']","['Su CP', 'de Perio MA', 'Cummings KJ', 'McCague AB', 'Luckhaupt SE', 'Sweeney MH']",,['eng'],"['Historical Article', 'Journal Article', 'Meta-Analysis']",,United States,Emerg Infect Dis,Emerging infectious diseases,9508155,,"['Communicable Disease Control', 'Communicable Diseases/*epidemiology/*etiology/history', 'History, 21st Century', 'Humans', 'Occupational Diseases/*epidemiology/*etiology/history/prevention & control', 'Occupational Exposure/*adverse effects', 'Occupational Health', 'Personal Protective Equipment', 'Risk Factors', 'United States/epidemiology', '*Workplace']",PMC6390751,['NOTNLM'],"['National Institute for Occupational Safety and Health', 'United States', 'bacteria', 'communicable diseases', 'disease outbreaks', 'epidemiologic studies', 'fungi', 'occupational exposure', 'occupational illnesses', 'parasites', 'viruses', 'workplaces']",2019/02/23 06:00,2019/08/16 06:00,['2019/02/22 06:00'],"['2019/02/22 06:00 [entrez]', '2019/02/23 06:00 [pubmed]', '2019/08/16 06:00 [medline]']","['18-0708 [pii]', '10.3201/eid2503.180708 [doi]']",ppublish,Emerg Infect Dis. 2019 Mar;25(3):397-405. doi: 10.3201/eid2503.180708.,,,,,,,,,,,,,,,,,
13383204,NLM,MEDLINE,20020501,20190501,0007-1447 (Print) 0007-1447 (Linking),1,5010,1957 Jan 12,Epidemiological aspects of common infectious diseases.,98-100,,,,"['JAMESON, J E']",['JAMESON JE'],,['eng'],['Journal Article'],,England,Br Med J,British medical journal,0372673,OM,"['Communicable Diseases/*statistics & numerical data', 'Humans']",PMC1974055,['NLM'],['*COMMUNICABLE DISEASES/statistics'],1957/01/12 00:00,1957/01/12 00:01,['1957/01/12 00:00'],"['1957/01/12 00:00 [pubmed]', '1957/01/12 00:01 [medline]', '1957/01/12 00:00 [entrez]']",['10.1136/bmj.1.5010.98 [doi]'],ppublish,Br Med J. 1957 Jan 12;1(5010):98-100. doi: 10.1136/bmj.1.5010.98.,,,,,,,,,,,,['CLML: 5731:29739'],,,,,
32923353,NLM,MEDLINE,20210705,20210705,2211-8179 (Electronic) 2211-8160 (Print) 2211-8160 (Linking),15,1,2020 Sep 1,Neglected Tropical Diseases and Other Infectious Diseases Affecting the Heart. The NET-Heart Project: Rationale and Design.,60,10.5334/gh.867 [doi] 60,"INTRODUCTION: Neglected tropical diseases (NTDs) are a group of infections that are prevalent in many of the tropical and sub-tropical developing countries where poverty is rampant. NTDs have remained largely unnoticed in the global health agenda. There is a substantial gap between the burden of disease for NTDs in cardiovascular diseases (CVD) and research devoted to the affected populations. We created a Latin-American initiative with emerging leaders (EL) from the Interamerican Society of Cardiology (IASC) with the objective to perform multiple systematic reviews of NTDs and other infectious diseases affecting the heart: The NET-Heart Project. OBJECTIVE: To describe the rationale and design considerations of the NET-Heart project. METHODS: The NET-Heart Project is a collaborative work of the IASC EL program. The main objective of the NET-Heart project is to systematically evaluate the available evidence of NTDs and other infectious diseases and their cardiovascular involvement. As a secondary objective, this initiative aims to offer recommendations and potential diagnostic and therapeutic algorithms that can aid the management of cardiovascular complications of these infectious diseases. After an expert discussion 17 initial infectious diseases were selected, for each disease we created one working group. The project was structured in different phases: Systematic review, brainstorming workshops, analysis and results, manuscript writing and recommendations and evaluation of clinical implications. CONCLUSION: The NET-Heart project is an innovative collaborative initiative created to assess burden and impact of NTDs and other infectious diseases in CVD. NTDs can no longer be ignored and must be prioritised on the health and research agenda. This project aims to review in depth the evidence regarding cardiac compromise of these serious conditions and to propose strategies to overcome barriers for efficient diagnosis and treatment of cardiovascular complications.",['Copyright: (c) 2020 The Author(s).'],"['Burgos, Lucrecia M', 'Farina, Juan', 'Liendro, Macarena Cousirat', 'Saldarriaga, Clara', 'Liprandi, Alvaro Sosa', 'Wyss, Fernando', 'Mendoza, Ivan', 'Baranchuk, Adrian']","['Burgos LM', 'Farina J', 'Liendro MC', 'Saldarriaga C', 'Liprandi AS', 'Wyss F', 'Mendoza I', 'Baranchuk A']","['Department of Heart Failure, Pulmonary Hypertension and Heart Transplant, Instituto Cardiovascular de Buenos Aires, Buenos Aires, AR.', 'Division of Cardiology, Clinica Olivos, Buenos Aires, AR.', 'Division of Cardiology, Hospital General de Agudos Carlos G. Durand, Buenos Aires, AR.', 'Department of Cardiology and Heart Failure Clinic, Cardiovascular Clinic Santa Maria, University of Antioquia, Medellin, CO.', 'Department of Cardiology, Sanatorio Guemes, Buenos Aires, AR.', 'Technology and Cardiovascular Service of Guatemala - Cardiosolutions, Guatemala City, GT.', 'Instituto de Medicina Tropical, Caracas, VE.', ""Division of Cardiology, Kingston Health Science Center, Queen's University, Kingston, Ontario, CA.""]",['eng'],"['Journal Article', 'Multicenter Study']",20200901,England,Glob Heart,Global heart,101584391,IM,"['Communicable Diseases/complications/economics/*epidemiology', 'Global Health', 'Heart Diseases/epidemiology/*etiology', 'Humans', 'Incidence', 'Poverty', '*Tropical Medicine']",PMC7473196,['NOTNLM'],"['cardiovascular disease', 'global health', 'neglected tropical diseases']",2020/09/15 06:00,2021/07/06 06:00,['2020/09/14 05:54'],"['2020/09/14 05:54 [entrez]', '2020/09/15 06:00 [pubmed]', '2021/07/06 06:00 [medline]']",['10.5334/gh.867 [doi]'],epublish,Glob Heart. 2020 Sep 1;15(1):60. doi: 10.5334/gh.867.,['The authors have no competing interests to declare.'],,,,,,,,,,"['Neglected Tropical Diseases and other Infectious Diseases affecting the Heart', '(NET-Heart project)']",,,,,,
13926489,NLM,MEDLINE,19981101,20181201,0042-5036 (Print) 0042-5036 (Linking),9,,1962 Feb 1,[Indications and limitations of therapy with corticosteroid hormones in infectious diseases].,115-23,,,,"['VOICULESCU, M', 'BRUCKNER, S']","['VOICULESCU M', 'BRUCKNER S']",,['rum'],['Journal Article'],,Romania,Viata Med,Viata medicala,7609485,OM,"['Adrenal Cortex Hormones/*therapy', 'Communicable Diseases/*therapy']",,['NLM'],"['*ADRENAL CORTEX HORMONES/therapy', '*COMMUNICABLE DISEASES/therapy']",1962/02/01 00:00,1962/02/01 00:01,['1962/02/01 00:00'],"['1962/02/01 00:00 [pubmed]', '1962/02/01 00:01 [medline]', '1962/02/01 00:00 [entrez]']",,ppublish,Viata Med. 1962 Feb 1;9:115-23.,,,['0 (Adrenal Cortex Hormones)'],,,,,,,,,,,,,,
22432679,NLM,MEDLINE,20120727,20190902,1326-5377 (Electronic) 0025-729X (Linking),196,5,2012 Mar 19,Infectious diseases in the bigger picture.,358,,,,"['Anderson, Warwick H']",['Anderson WH'],"['Department of History, University of Sydney, Sydney, Australia. wanderson@usyd.edu.au']",['eng'],"['Historical Article', 'Journal Article']",,Australia,Med J Aust,The Medical journal of Australia,0400714,IM,"['Communicable Diseases/epidemiology/*history', 'Epidemiology/*history', 'History, 20th Century', 'Humans', 'Microbiology/history', 'Sociology, Medical/history']",,,,2012/03/22 06:00,2012/07/28 06:00,['2012/03/22 06:00'],"['2012/02/02 00:00 [received]', '2012/02/24 00:00 [accepted]', '2012/03/22 06:00 [entrez]', '2012/03/22 06:00 [pubmed]', '2012/07/28 06:00 [medline]']","['and10216_fm [pii]', '10.5694/mja12.10216 [doi]']",ppublish,Med J Aust. 2012 Mar 19;196(5):358. doi: 10.5694/mja12.10216.,,,,,,,,,,,,,,,,,
13161054,NLM,MEDLINE,20030501,20181201,0528-9173 (Print) 0528-9173 (Linking),2,1,1953 Apr,[Classification of carriers of infectious diseases in natural foci].,32-8,,,,"['ROSICKY, B']",['ROSICKY B'],,['und'],['Journal Article'],,Czech Republic,Chekhoslovatskaia Biol,Chekhoslovatskaia biologiia,16120450R,OM,"['Communicable Diseases/*transmission', '*Disease Transmission, Infectious', '*Heterozygote', 'Humans']",,['NLM'],['*COMMUNICABLE DISEASES/transmission'],1953/04/01 00:00,1953/04/01 00:01,['1953/04/01 00:00'],"['1953/04/01 00:00 [pubmed]', '1953/04/01 00:01 [medline]', '1953/04/01 00:00 [entrez]']",,ppublish,Chekhoslovatskaia Biol. 1953 Apr;2(1):32-8.,,,,,,,,,Klassifikatsiia perenoschikov v prirodnykh ochagakh transmissivnykh boleznei.,,,['CLML: 5426:23751:118'],,,,,
17665624,NLM,MEDLINE,20070828,20070801,0028-2162 (Print) 0028-2162 (Linking),151,24,2007 Jun 16,"[Recent changes in the epidemiology of infectious diseases in the Netherlands: the report 'Status of infectious diseases in the Netherlands, 2000-2005'].",1333-8,,"Based on the changes in the epidemiology of infectious diseases in the Netherlands in 2000-2005, it is possible to formulate a prediction for the immediate future. Developments that one may expect with a reasonable amount of certainty are a further rise in sexually transmitted diseases, continued vulnerability for infectious diseases for which the State Vaccination Programme distributes vaccines, a slow increase in bacterial resistance, an increase in opportunistic infections, and growing risks for the introduction of new micro-organisms via international travel and trade. Much less certain are the developments surrounding avian influenza A/H5N1, ticks and mosquitoes, the rise and spread of new diseases, and bioterrorism.",,"['Rahamat-Langendoen, J C', 'van Vliet, J A']","['Rahamat-Langendoen JC', 'van Vliet JA']","['Rijksinstituut voor Volksgezondheid en Milieu, Centrum Infectieziektebestrijding, Postvak 75, Postbus 1, 3720 BA Bilthoven. janette.rahamat@rivm.nl']",['dut'],"['English Abstract', 'Journal Article', 'Review']",,Netherlands,Ned Tijdschr Geneeskd,Nederlands tijdschrift voor geneeskunde,0400770,IM,"['Bioterrorism', 'Communicable Disease Control/*methods', 'Communicable Diseases/*epidemiology/transmission', 'Forecasting', 'Humans', 'Netherlands/epidemiology', '*Sentinel Surveillance', 'Travel']",,,,2007/08/02 09:00,2007/08/29 09:00,['2007/08/02 09:00'],"['2007/08/02 09:00 [pubmed]', '2007/08/29 09:00 [medline]', '2007/08/02 09:00 [entrez]']",,ppublish,Ned Tijdschr Geneeskd. 2007 Jun 16;151(24):1333-8.,,,,,,37,,,"Recente veranderingen in de epidemiologie van infectieziekten in Nederland: het rapport 'Staat van infectieziekten in Nederland, 2000-2005'.",,,,,,,,
23724903,NLM,MEDLINE,20131202,20211021,1545-293X (Electronic) 1527-8204 (Print) 1527-8204 (Linking),14,,2013,The genetic theory of infectious diseases: a brief history and selected illustrations.,215-43,10.1146/annurev-genom-091212-153448 [doi],"Until the mid-nineteenth century, life expectancy at birth averaged 20 years worldwide, owing mostly to childhood fevers. The germ theory of diseases then gradually overcame the belief that diseases were intrinsic. However, around the turn of the twentieth century, asymptomatic infection was discovered to be much more common than clinical disease. Paradoxically, this observation barely challenged the newly developed notion that infectious diseases were fundamentally extrinsic. Moreover, interindividual variability in the course of infection was typically explained by the emerging immunological (or somatic) theory of infectious diseases, best illustrated by the impact of vaccination. This powerful explanation is, however, best applicable to reactivation and secondary infections, particularly in adults; it can less easily account for interindividual variability in the course of primary infection during childhood. Population and clinical geneticists soon proposed a complementary hypothesis, a germline genetic theory of infectious diseases. Over the past century, this idea has gained some support, particularly among clinicians and geneticists, but has also encountered resistance, particularly among microbiologists and immunologists. We present here the genetic theory of infectious diseases and briefly discuss its history and the challenges encountered during its emergence in the context of the apparently competing but actually complementary microbiological and immunological theories. We also illustrate its recent achievements by highlighting inborn errors of immunity underlying eight life-threatening infectious diseases of children and young adults. Finally, we consider the far-reaching biological and clinical implications of the ongoing human genetic dissection of severe infectious diseases.",,"['Casanova, Jean-Laurent', 'Abel, Laurent']","['Casanova JL', 'Abel L']","['St. Giles Laboratory of Human Genetics of Infectious Diseases, Rockefeller Branch, The Rockefeller University, New York, NY 10065; email: casanova@rockefeller.edu.']",['eng'],"['Historical Article', 'Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",20130529,United States,Annu Rev Genomics Hum Genet,Annual review of genomics and human genetics,100911346,IM,"['Allergy and Immunology/history', 'Animals', 'Communicable Diseases/*genetics/*immunology/microbiology', 'Genetics/history', 'History, 19th Century', 'History, 20th Century', 'Humans']",PMC4980761,,,2013/06/04 06:00,2013/12/16 06:00,['2013/06/04 06:00'],"['2013/06/04 06:00 [entrez]', '2013/06/04 06:00 [pubmed]', '2013/12/16 06:00 [medline]']",['10.1146/annurev-genom-091212-153448 [doi]'],ppublish,Annu Rev Genomics Hum Genet. 2013;14:215-43. doi: 10.1146/annurev-genom-091212-153448. Epub 2013 May 29.,,,,,,,"['U01 AI088685/AI/NIAID NIH HHS/United States', 'HHMI/Howard Hughes Medical Institute/United States', 'R37 AI095983/AI/NIAID NIH HHS/United States', '8UL1TR000043/TR/NCATS NIH HHS/United States', 'R01 AI089970/AI/NIAID NIH HHS/United States', '5R01AI088364/AI/NIAID NIH HHS/United States', '5R01NS072381/NS/NINDS NIH HHS/United States', '5P01AI061093/AI/NIAID NIH HHS/United States', 'UL1 TR000043/TR/NCATS NIH HHS/United States', '5R01AI089970/AI/NIAID NIH HHS/United States', 'R01 NS072381/NS/NINDS NIH HHS/United States', '268777/ERC_/European Research Council/International', '5U01AI088685/AI/NIAID NIH HHS/United States', '5R37AI095983/AI/NIAID NIH HHS/United States', 'R01 AI088364/AI/NIAID NIH HHS/United States', 'P01 AI061093/AI/NIAID NIH HHS/United States']",,,['NIHMS806014'],,,,,,,
13726953,NLM,MEDLINE,19981101,20181130,0022-1732 (Print) 0022-1732 (Linking),4,,1960,The evolution of modern infectious diseases.,262-8,,,,"['MUROMZEV, S N']",['MUROMZEV SN'],,['eng'],['Journal Article'],,Czech Republic,J Hyg Epidemiol Microbiol Immunol,"Journal of hygiene, epidemiology, microbiology, and immunology",2985116R,OM,"['*Biological Evolution', 'Communicable Diseases/*history', 'Humans']",,['NLM'],['*COMMUNICABLE DISEASES/history'],1960/01/01 00:00,1960/01/01 00:01,['1960/01/01 00:00'],"['1960/01/01 00:00 [pubmed]', '1960/01/01 00:01 [medline]', '1960/01/01 00:00 [entrez]']",,ppublish,J Hyg Epidemiol Microbiol Immunol. 1960;4:262-8.,,,,,,,,,,,,,,,,,
