PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,SB,MH,PMC,MID,EDAT,MHDA,CRDT,PHST,AID,PST,SO,OTO,OT,COIS,TT,DEP,RN,CN,EIN,CIN,SI,AUID,RF,CRF,FIR,IR,CON,PMCR,PS,FPS,OID,RIN,GS
28759970,NLM,MEDLINE,20180507,20180507,1875-8908 (Electronic) 1387-2877 (Linking),60,1,2017,A Novel Assessment and Profiling of Multidimensional Apathy in Alzheimer's Disease.,57-67,10.3233/JAD-170292 [doi],"BACKGROUND: Apathy is a complex multidimensional syndrome frequently reported in Alzheimer's disease (AD) and is associated with impaired awareness. Here we present a psychometrically robust method to profile apathy in AD. OBJECTIVES: To determine the validity and reliability of a multidimensional apathy measure, the Dimensional Apathy Scale (DAS), and explore the apathy subtype profile and its associations in AD. METHODS: 102 people with AD and 55 healthy controls were recruited. Participants completed the DAS, the Apathy Evaluation Scale (AES), Geriatric Depression Short form (GDS-15), and Lawton Instrumental Activities of Daily Living (LIADL). Psychometric properties of the DAS were determined. AD-Control comparison was performed to explore group differences on the DAS. Latent Class Analysis (LCA) was used to explore the profile of apathy in AD. RESULTS: The DAS had a good to excellent Cronbach's standardized alpha (self-rated = 0.85, informant/carer-rated = 0.93) and good convergent and divergent validity against standard apathy (AES) and depression (GDS-15) measures. Group comparison showed people with AD were significantly higher for all apathy subtypes than controls (p < 0.001), and lacking in awareness over all apathy subtype deficits. LCA showed three distinct AD subgroups, with 42.2% in the Executive-Initiation apathy, 28.4% in the Global apathy, and 29.4% in the Minimal apathy group. CONCLUSIONS: The DAS is a psychometrically robust method of assessing multidimensional apathy in AD. The apathy profiles in AD are heterogeneous, with additional specific impairments relating to awareness dependent on apathy subtype.",,"['Radakovic, Ratko', 'Starr, John M', 'Abrahams, Sharon']","['Radakovic R', 'Starr JM', 'Abrahams S']","['Department of Psychology, University of Edinburgh, Edinburgh, UK.', 'Anne Rowling Regenerative Neurology Clinic, University of Edinburgh, Edinburgh, UK.', 'Alzheimer Scotland Dementia Research Centre, University of Edinburgh, Edinburgh, UK.', 'Euan MacDonald Centre for MND Research, University of Edinburgh, Edinburgh, UK.', 'Centre for Cognitive Ageing and Cognitive Epidemiology, University of Edinburgh, Edinburgh, UK.', 'Alzheimer Scotland Dementia Research Centre, University of Edinburgh, Edinburgh, UK.', 'Centre for Cognitive Ageing and Cognitive Epidemiology, University of Edinburgh, Edinburgh, UK.', 'Department of Psychology, University of Edinburgh, Edinburgh, UK.', 'Anne Rowling Regenerative Neurology Clinic, University of Edinburgh, Edinburgh, UK.', 'Euan MacDonald Centre for MND Research, University of Edinburgh, Edinburgh, UK.', 'Centre for Cognitive Ageing and Cognitive Epidemiology, University of Edinburgh, Edinburgh, UK.']",['eng'],,['Journal Article'],Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Activities of Daily Living', 'Aged', 'Aged, 80 and over', '*Alzheimer Disease/complications/diagnosis/psychology', 'Apathy/*physiology', 'Depression/*diagnosis/*etiology', 'Female', 'Humans', 'Male', 'Neuropsychological Tests', 'Psychiatric Status Rating Scales', 'Psychometrics/*methods', 'Reproducibility of Results']",,,2017/08/02 06:00,2018/05/08 06:00,['2017/08/02 06:00'],"['2017/08/02 06:00 [pubmed]', '2018/05/08 06:00 [medline]', '2017/08/02 06:00 [entrez]']","['JAD170292 [pii]', '10.3233/JAD-170292 [doi]']",ppublish,J Alzheimers Dis. 2017;60(1):57-67. doi: 10.3233/JAD-170292.,['NOTNLM'],"[""Alzheimer's disease"", 'apathy', 'awareness', 'behavior rating scale', 'psychometrics', 'syndrome']",,,,,,,,,,,,,,,,,,,,
20601643,NLM,MEDLINE,20101104,20100727,1938-2731 (Electronic) 1533-3175 (Linking),25,5,2010 Aug,Current therapies and new strategies for the management of Alzheimer's disease.,414-24,10.1177/1533317510372372 [doi],"Alzheimer's disease (AD) is a devastating neurodegenerative disorder that currently affects millions of Americans. There is no cure at present and no real long-term hope for patients with AD. While partially effective in improving symptoms, currently available treatments approved by the US Food and Drug Administration (FDA) do not halt progression of AD, or address the underlying mechanism of the disease, in part because the etiology of AD is still an active area of investigation. Identification of risk factors and the pathogenic mechanism of AD hold the promise of bringing forth novel treatments and perhaps even a cure. In this review, we will summarize some of the risk factors for AD, AD diagnosis, and current treatments. Novel therapeutic strategies such as inhibition of beta-amyloid peptide (Abeta), tau-mediated pathogenesis, and receptors for advanced glycation end products (RAGE), as well as neuroprotective and anti-inflammatory approaches and the impact of cholesterol-lowering, botanical, and nutritional agents are also reviewed.",,"['Aderinwale, Olapeju G', 'Ernst, Hans W', 'Mousa, Shaker A']","['Aderinwale OG', 'Ernst HW', 'Mousa SA']","['The Pharmaceutical Research Institute, Albany College of Pharmacy and Health Sciences, Rensselaer, NY 12144, USA.']",['eng'],,"['Journal Article', 'Review']",United States,Am J Alzheimers Dis Other Demen,American journal of Alzheimer's disease and other dementias,101082834,IM,"['Alzheimer Disease/*drug therapy/*epidemiology', '*Drug Design', 'Humans', 'Neuroprotective Agents/*therapeutic use', 'Risk Factors']",,,2010/07/06 06:00,2010/11/05 06:00,['2010/07/06 06:00'],"['2010/07/06 06:00 [entrez]', '2010/07/06 06:00 [pubmed]', '2010/11/05 06:00 [medline]']","['1533317510372372 [pii]', '10.1177/1533317510372372 [doi]']",ppublish,Am J Alzheimers Dis Other Demen. 2010 Aug;25(5):414-24. doi: 10.1177/1533317510372372. Epub 2010 Jul 2.,,,,,20100702,['0 (Neuroprotective Agents)'],,,,,,,,,,,,,,,,
36641602,NLM,MEDLINE,20230117,20230201,2426-0266 (Electronic) 2274-5807 (Linking),10,1,2023,Editorial: Accelerating Innovations for Enhanced Brain Health. Can Artificial Intelligence Advance New Pathways for Drug Discovery for Alzheimer's and other Neurodegenerative Disorders?,1-4,10.14283/jpad.2023.1 [doi],,,"['Khachaturian, A S', 'Dengel, A', 'Dockal, V', 'Hrobon, P', 'Tolar, M']","['Khachaturian AS', 'Dengel A', 'Dockal V', 'Hrobon P', 'Tolar M']","[""A.S. Khachaturian, Campaign to Prevent Alzheimer's Disease, Rockville, Maryland, United States, ara@pad2020.org.""]",['eng'],,['Editorial'],Switzerland,J Prev Alzheimers Dis,The journal of prevention of Alzheimer's disease,101638820,IM,"['Humans', '*Alzheimer Disease/drug therapy', 'Artificial Intelligence', '*Neurodegenerative Diseases/drug therapy', 'Brain', 'Drug Discovery']",,,2023/01/16 06:00,2023/01/18 06:00,['2023/01/15 01:32'],"['2023/01/15 01:32 [entrez]', '2023/01/16 06:00 [pubmed]', '2023/01/18 06:00 [medline]']",['10.14283/jpad.2023.1 [doi]'],ppublish,J Prev Alzheimers Dis. 2023;10(1):1-4. doi: 10.14283/jpad.2023.1.,,,,,,,,,,,,,,,,,,,,,,
32484110,NLM,MEDLINE,20210726,20231112,1875-6190 (Electronic) 1570-159X (Print) 1570-159X (Linking),18,11,2020,"Recent Advancements in Pathogenesis, Diagnostics and Treatment of Alzheimer's Disease.",1106-1125,10.2174/1570159X18666200528142429 [doi],"BACKGROUND: The only conclusive way to diagnose Alzheimer's is to carry out brain autopsy of the patient's brain tissue and ascertain whether the subject had Alzheimer's or any other form of dementia. However, due to the non-feasibility of such methods, to diagnose and conclude the conditions, medical practitioners use tests that examine a patient's mental ability. OBJECTIVE: Accurate diagnosis at an early stage is the need of the hour for initiation of therapy. The cause for most Alzheimer's cases still remains unknown except where genetic distinctions have been observed. Thus, a standard drug regimen ensues in every Alzheimer's patient, irrespective of the cause, which may not always be beneficial in halting or reversing the disease progression. To provide a better life to such patients by suppressing existing symptoms, early diagnosis, curative therapy, site-specific delivery of drugs, and application of hyphenated methods like artificial intelligence need to be brought into the main field of Alzheimer's therapeutics. METHODS: In this review, we have compiled existing hypotheses to explain the cause of the disease, and highlighted gene therapy, immunotherapy, peptidomimetics, metal chelators, probiotics and quantum dots as advancements in the existing strategies to manage Alzheimer's. CONCLUSION: Biomarkers, brain-imaging, and theranostics, along with artificial intelligence, are understood to be the future of the management of Alzheimer's.","['Copyright(c) Bentham Science Publishers; For any queries, please email at', 'epub@benthamscience.net.']","['Khan, Sahil', 'Barve, Kalyani H', 'Kumar, Maushmi S']","['Khan S', 'Barve KH', 'Kumar MS']","[""SVKM'S NMIMS, Shobhaben Pratapbhai Patel School of Pharmacy and Technology Management, V.L. Mehta Road, Vile Parle West, Mumbai-400056, India"", ""SVKM'S NMIMS, Shobhaben Pratapbhai Patel School of Pharmacy and Technology Management, V.L. Mehta Road, Vile Parle West, Mumbai-400056, India"", ""SVKM'S NMIMS, Shobhaben Pratapbhai Patel School of Pharmacy and Technology Management, V.L. Mehta Road, Vile Parle West, Mumbai-400056, India""]",['eng'],,"['Journal Article', 'Review']",United Arab Emirates,Curr Neuropharmacol,Current neuropharmacology,101157239,IM,"['Alzheimer Disease/*diagnosis/*etiology/pathology/*therapy', 'Animals', 'Biomarkers', 'Brain/pathology', 'Disease Progression', 'Early Diagnosis', 'Humans', 'Neuroimaging']",PMC7709159,,2020/06/03 06:00,2021/07/27 06:00,['2020/06/03 06:00'],"['2020/02/28 00:00 [received]', '2020/05/06 00:00 [revised]', '2020/05/25 00:00 [accepted]', '2020/06/03 06:00 [pubmed]', '2021/07/27 06:00 [medline]', '2020/06/03 06:00 [entrez]']","['CN-EPUB-106955 [pii]', 'CN-18-1106 [pii]', '10.2174/1570159X18666200528142429 [doi]']",ppublish,Curr Neuropharmacol. 2020;18(11):1106-1125. doi: 10.2174/1570159X18666200528142429.,['NOTNLM'],"['Artificial intelligence', 'biomarkers', 'brain imaging', 'gene therapy', 'mild cognitive impairment', 'theranostics']",,,,['0 (Biomarkers)'],,,,,,,,,,,,,,,,
15844757,NLM,MEDLINE,20050621,20170214,1533-3175 (Print) 1533-3175 (Linking),20,2,2005 Mar-Apr,"Activity situations on an Alzheimer's disease special care unit and resident environmental interactions, time use, and affect.",105-18,,"Routine activity situations on an Alzheimer's disease (AD) special care unit were examined with respect to residents' social and physical environmental interactions, time use, and apparent affect. Using a computer-assisted observational tool, observers recorded prevailing activity situations and corresponding behaviors and affects of seven residents every 10 minutes, from 8:00 AM to 8:00 PM, across four days. Although meals/snacks and some activity groups were positively associated with use of physical objects and engagement in activities, residents were predominantly environmentally disengaged, inactive, or without positive affects during the most prevalent activity situations of background media, downtime, and television. Findings suggest that routine activity situations may act as potent environmental influences on the quality of life (QOL) of people with AD and mediate the effectiveness of other environmental interventions undertaken on their behalf.",,"['Wood, Wendy', 'Harris, Shelly', 'Snider, Melinda', 'Patchel, Stacy A']","['Wood W', 'Harris S', 'Snider M', 'Patchel SA']","['Division of Occupational Therapy, University of New Mexico School of Medicine, Albuquerque, New Mexico, USA.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",United States,Am J Alzheimers Dis Other Demen,American journal of Alzheimer's disease and other dementias,101082834,IM,"['Activities of Daily Living', '*Affect', 'Aged', 'Aged, 80 and over', 'Alzheimer Disease/nursing/*psychology', 'Female', 'Hospital Units', 'Humans', 'Interpersonal Relations', 'Male', 'Quality of Life', '*Social Environment']",,,2005/04/23 09:00,2005/06/23 09:00,['2005/04/23 09:00'],"['2005/04/23 09:00 [pubmed]', '2005/06/23 09:00 [medline]', '2005/04/23 09:00 [entrez]']",['10.1177/153331750502000210 [doi]'],ppublish,Am J Alzheimers Dis Other Demen. 2005 Mar-Apr;20(2):105-18. doi: 10.1177/153331750502000210.,,,,,,,,,,,,,,,,,,,,,,
27017906,NLM,MEDLINE,20171023,20180302,1552-5279 (Electronic) 1552-5260 (Linking),12,5,2016 May,"Challenges, solutions, and recommendations for Alzheimer's disease combination therapy.",623-30,S1552-5260(16)00082-0 [pii] 10.1016/j.jalz.2016.02.007 [doi],"Given the complex neuropathology Alzheimer's disease (AD), combination therapy may be necessary for effective treatment. However, scientific, pragmatic, regulatory, and business challenges need to be addressed before combination therapy for AD can become a reality. Leaders from academia and industry, along with a former member of the Food and Drug Administration and the Alzheimer's Association, have explored these challenges and here propose a strategy to facilitate proof-of-concept combination therapy trials in the near future. First, a more integrated understanding of the complex pathophysiology and progression of AD is needed to identify the appropriate pathways and the disease stage to target. Once drug candidates are identified, novel clinical trial designs and selection of appropriate outcome assessments will be needed to enable definition and evaluation of the appropriate dose and dosing regimen and determination of efficacy. Success in addressing this urgent problem will only be achieved through collaboration among multiple stakeholders.","[""Copyright (c) 2016 Alzheimer's Association. Published by Elsevier Inc. All rights"", 'reserved.']","['Hendrix, James A', 'Bateman, Randall J', 'Brashear, H Robert', 'Duggan, Cynthia', 'Carrillo, Maria C', 'Bain, Lisa J', 'DeMattos, Ronald', 'Katz, Russell G', 'Ostrowitzki, Susanne', 'Siemers, Eric', 'Sperling, Reisa', 'Vitolo, Ottavio V']","['Hendrix JA', 'Bateman RJ', 'Brashear HR', 'Duggan C', 'Carrillo MC', 'Bain LJ', 'DeMattos R', 'Katz RG', 'Ostrowitzki S', 'Siemers E', 'Sperling R', 'Vitolo OV']","[""Medical & Scientific Relations, Alzheimer's Association, Chicago, IL, USA. Electronic address: jhendrix@alz.org."", 'Department of Neurology, Washington University School of Medicine, St. Louis, MO, USA.', 'Janssen Research & Development, South San Francisco, CA, USA.', 'Department of Neurology, Washington University School of Medicine, St. Louis, MO, USA.', ""Medical & Scientific Relations, Alzheimer's Association, Chicago, IL, USA."", 'Independent Science Writer, Elverson, PA, USA.', 'Eli Lilly and Company, Indianapolis, IN, USA.', 'Independent Consultant, San Diego, CA, USA.', 'F. Hoffmann-La Roche Ltd, Neuroscience, Basel, Switzerland.', 'Eli Lilly and Company, Indianapolis, IN, USA.', ""Memory Disorders Unit, Center for Alzheimer Research and Treatment, Brigham and Women's Hospital and Harvard Medical School, Boston, MA, United States."", 'Pfizer, Inc., Neuroscience Research Unit, Cambridge, MA.']",['eng'],,['Journal Article'],United States,Alzheimers Dement,Alzheimer's & dementia : the journal of the Alzheimer's Association,101231978,IM,"['Alzheimer Disease/drug therapy/*physiopathology', 'Amyloid Precursor Protein Secretases/administration & dosage', '*Drug Evaluation', '*Drug Therapy, Combination', 'Humans']",,,2016/03/29 06:00,2017/10/24 06:00,['2016/03/29 06:00'],"['2015/09/21 00:00 [received]', '2016/02/03 00:00 [revised]', '2016/02/18 00:00 [accepted]', '2016/03/29 06:00 [entrez]', '2016/03/29 06:00 [pubmed]', '2017/10/24 06:00 [medline]']","['S1552-5260(16)00082-0 [pii]', '10.1016/j.jalz.2016.02.007 [doi]']",ppublish,Alzheimers Dement. 2016 May;12(5):623-30. doi: 10.1016/j.jalz.2016.02.007. Epub 2016 Mar 24.,,,,,20160324,['EC 3.4.- (Amyloid Precursor Protein Secretases)'],,,,,,,,,,,,,,,,
19387116,NLM,MEDLINE,20090707,20220330,1387-2877 (Print) 1875-8908 (Electronic) 1387-2877 (Linking),16,4,2009,RAGE and Alzheimer's disease: a progression factor for amyloid-beta-induced cellular perturbation?,833-43,10.3233/JAD-2009-1030 [doi],"Receptor for Advanced Glycation Endproducts (RAGE) is a multiligand member of the immunoglobulin superfamily of cell surface molecules which serves as a receptor for amyloid-beta peptide (Abeta) on neurons, microglia, astrocytes, and cells of vessel wall. Increased expression of RAGE is observed in regions of the brain affected by Alzheimer's disease (AD), and Abeta-RAGE interaction in vitro leads to cell stress with the generation of reactive oxygen species and activation of downstream signaling mechanisms including the MAP kinase pathway. RAGE-mediated activation of p38 MAP kinase in neurons causes Abeta-induced inhibition of long-term potentiation in slices of entorhinal cortex. Increased expression of RAGE in an Abeta-rich environment, using transgenic mouse models, accelerates and accentuates pathologic, biochemical, and behavioral abnormalities compared with mice overexpressing only mutant amyloid-beta protein precursor. Interception of Abeta interaction with RAGE, by infusion of soluble RAGE, decreases Abeta content and amyloid load, as well as improving learning/memory and synaptic function, in a murine transgenic model of Abeta accumulation. These data suggest that RAGE may be a therapeutic target for AD.",,"['Yan, Shi Du', 'Bierhaus, Angelika', 'Nawroth, Peter P', 'Stern, David M']","['Yan SD', 'Bierhaus A', 'Nawroth PP', 'Stern DM']","['Department of Pathology, College of Physicians & Surgeons of Columbia University, New York City, NY, USA.']",['eng'],"['P01 AG017490/AG/NIA NIH HHS/United States', 'P01 AG17490/AG/NIA NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural', 'Review']",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Alzheimer Disease/*metabolism/*pathology/physiopathology/therapy', 'Amyloid beta-Peptides/*metabolism', 'Animals', 'Behavior, Animal/drug effects/physiology', 'Brain/metabolism/pathology', 'Disease Models, Animal', 'Humans', 'Mice', 'Receptor for Advanced Glycation End Products', 'Receptors, Immunologic/*metabolism']",PMC3726270,['NIHMS482057'],2009/04/24 09:00,2009/07/08 09:00,['2009/04/24 09:00'],"['2009/04/24 09:00 [entrez]', '2009/04/24 09:00 [pubmed]', '2009/07/08 09:00 [medline]']","['D6621608N32478R2 [pii]', '10.3233/JAD-2009-1030 [doi]']",ppublish,J Alzheimers Dis. 2009;16(4):833-43. doi: 10.3233/JAD-2009-1030.,,,,,,"['0 (Amyloid beta-Peptides)', '0 (Receptor for Advanced Glycation End Products)', '0 (Receptors, Immunologic)']",,,,,,,,,,,,,,,,
30942936,NLM,MEDLINE,20210405,20210405,1097-4547 (Electronic) 0360-4012 (Linking),98,2,2020 Feb,Microglial phagocytosis in aging and Alzheimer's disease.,284-298,10.1002/jnr.24419 [doi],"Microglia are the innate immune cells of the brain, which maintain homeostasis by constantly scanning and surveying the environment with their highly ramified processes. In order to exert this function, they need to phagocytose synapses as well as debris and dead cells, a process that is further amplified in pathological conditions. Importantly, it has been shown that microglia phagocytic capacity is altered in the course of neurodegenerative disease, for which aging is one of the highest risk factors. Thus, understanding how phagocytosis is impaired during aging is a priority for future research. Advances in this area are expected to significantly contribute to our understanding of normal cognition during aging, as well as changes that take place in age-associated neurodegenerative diseases. In this review, we will summarize the current knowledge on how phagocytosis is executed and affected by aging or in age-associated neurological disorders, such as Alzheimer's disease (AD). Furthermore, we will summarize both protective and deleterious consequences of altered phagocytosis in AD and where relevant in other neurodegenerative diseases.","['(c) 2019 Wiley Periodicals, Inc.']","['Gabande-Rodriguez, Enrique', 'Keane, Lily', 'Capasso, Melania']","['Gabande-Rodriguez E', 'Keane L', 'Capasso M']","['Department of Molecular Neuropathology, Centro de Biologia Molecular ""Severo Ochoa"" (CSIC-UAM), Madrid, Spain.', 'German Center for Neurodegenerative Diseases (DZNE), Bonn, Germany.', 'German Center for Neurodegenerative Diseases (DZNE), Bonn, Germany.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Review']",United States,J Neurosci Res,Journal of neuroscience research,7600111,IM,"['Aging/*metabolism/pathology', 'Alzheimer Disease/*metabolism/pathology', 'Animals', 'Brain/*metabolism/pathology', 'Humans', 'Microglia/*metabolism/pathology', 'Phagocytosis/*physiology']",,,2019/04/04 06:00,2021/04/07 06:00,['2019/04/04 06:00'],"['2018/12/17 00:00 [received]', '2019/02/20 00:00 [revised]', '2019/03/08 00:00 [accepted]', '2019/04/04 06:00 [pubmed]', '2021/04/07 06:00 [medline]', '2019/04/04 06:00 [entrez]']",['10.1002/jnr.24419 [doi]'],ppublish,J Neurosci Res. 2020 Feb;98(2):284-298. doi: 10.1002/jnr.24419. Epub 2019 Apr 3.,['NOTNLM'],"['Alzheimers disease', 'aging', 'microglial dysfunction', 'neurodegenerative diseases', 'phagocytosis']",,,20190403,,,,,,['ORCID: 0000-0002-9715-8714'],,,,,,,,,,,
21157018,NLM,MEDLINE,20120306,20131121,1875-8908 (Electronic) 1387-2877 (Linking),23,4,2011,"Aluminum and Alzheimer's disease: after a century of controversy, is there a plausible link?",567-98,10.3233/JAD-2010-101494 [doi],"The brain is a highly compartmentalized organ exceptionally susceptible to accumulation of metabolic errors. Alzheimer's disease (AD) is the most prevalent neurodegenerative disease of the elderly and is characterized by regional specificity of neural aberrations associated with higher cognitive functions. Aluminum (Al) is the most abundant neurotoxic metal on earth, widely bioavailable to humans and repeatedly shown to accumulate in AD-susceptible neuronal foci. In spite of this, the role of Al in AD has been heavily disputed based on the following claims: 1) bioavailable Al cannot enter the brain in sufficient amounts to cause damage, 2) excess Al is efficiently excreted from the body, and 3) Al accumulation in neurons is a consequence rather than a cause of neuronal loss. Research, however, reveals that: 1) very small amounts of Al are needed to produce neurotoxicity and this criterion is satisfied through dietary Al intake, 2) Al sequesters different transport mechanisms to actively traverse brain barriers, 3) incremental acquisition of small amounts of Al over a lifetime favors its selective accumulation in brain tissues, and 4) since 1911, experimental evidence has repeatedly demonstrated that chronic Al intoxication reproduces neuropathological hallmarks of AD. Misconceptions about Al bioavailability may have misled scientists regarding the significance of Al in the pathogenesis of AD. The hypothesis that Al significantly contributes to AD is built upon very solid experimental evidence and should not be dismissed. Immediate steps should be taken to lessen human exposure to Al, which may be the single most aggravating and avoidable factor related to AD.",,"['Tomljenovic, Lucija']",['Tomljenovic L'],"['Neural Dynamics Research Group, Department of Ophthalmology and Visual Sciences, University of British Columbia, Vancouver, BC, Canada. lucijat77@gmail.com']",['eng'],,"['Journal Article', 'Review']",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Aluminum/metabolism/*toxicity', 'Alzheimer Disease/*chemically induced/epidemiology/metabolism', 'Animals', 'Environmental Exposure/*adverse effects', 'Humans', 'Signal Transduction/physiology']",,,2010/12/16 06:00,2012/03/07 06:00,['2010/12/16 06:00'],"['2010/12/16 06:00 [entrez]', '2010/12/16 06:00 [pubmed]', '2012/03/07 06:00 [medline]']","['VQ1P78553222661M [pii]', '10.3233/JAD-2010-101494 [doi]']",ppublish,J Alzheimers Dis. 2011;23(4):567-98. doi: 10.3233/JAD-2010-101494.,,,,,,['CPD4NFA903 (Aluminum)'],,,,,,,,,,,,,,,,
23099814,NLM,MEDLINE,20131017,20220330,1875-8908 (Electronic) 1387-2877 (Print) 1387-2877 (Linking),33,4,2013,"Light therapy and Alzheimer's disease and related dementia: past, present, and future.",913-22,10.3233/JAD-2012-121645 [doi],"Sleep disturbances are common in persons with Alzheimer's disease or related dementia (ADRD), resulting in a negative impact on the daytime function of the affected person and on the wellbeing of caregivers. The sleep/wake pattern is directly driven by the timing signals generated by a circadian pacemaker, which may or may not be perfectly functioning in those with ADRD. A 24-hour light/dark pattern incident on the retina is the most efficacious stimulus for entraining the circadian system to the solar day. In fact, a carefully orchestrated light/dark pattern has been shown in several controlled studies of older populations, with and without ADRD, to be a powerful non-pharmacological tool to improve sleep efficiency and consolidation. Discussed here are research results from studies looking at the effectiveness of light therapy in improving sleep, depression, and agitation in older adults with ADRD. A 24-hour lighting scheme to increase circadian entrainment, improve visibility, and reduce the risk of falls in those with ADRD is proposed, and future research needs are discussed.",,"['Hanford, Nicholas', 'Figueiro, Mariana']","['Hanford N', 'Figueiro M']","['Department of Communication and Media, Rensselaer Polytechnic Institute, Troy, NY 12180, USA.']",['eng'],"['R01 AG034157/AG/NIA NIH HHS/United States', 'R01AG034157/AG/NIA NIH HHS/United States']","['Journal Article', 'Research Support, N.I.H., Extramural', ""Research Support, Non-U.S. Gov't"", 'Review']",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Alzheimer Disease/*epidemiology/physiopathology/*therapy', 'Animals', 'Circadian Rhythm/physiology', 'Dementia/epidemiology/physiopathology/therapy', 'Forecasting', 'Humans', 'Phototherapy/methods/*trends']",PMC3553247,['NIHMS424267'],2012/10/27 06:00,2013/10/18 06:00,['2012/10/27 06:00'],"['2012/10/27 06:00 [entrez]', '2012/10/27 06:00 [pubmed]', '2013/10/18 06:00 [medline]']","['X232286450826368 [pii]', '10.3233/JAD-2012-121645 [doi]']",ppublish,J Alzheimers Dis. 2013;33(4):913-22. doi: 10.3233/JAD-2012-121645.,,,,,,,,,,,,,,,,,,,,,,
29972208,NLM,MEDLINE,20191111,20191111,2426-0266 (Electronic) 2274-5807 (Linking),5,3,2018,Commentary: Fatty acids and Alzheimer's disease: evidence on cognition and cortical beta-amyloid from secondary analyses of the Multidomain Alzheimer Preventive Trial.,168-170,10.14283/jpad.2018.7 [doi],,,"['Hooper, C', 'Vellas, B']","['Hooper C', 'Vellas B']","['Claudie Hooper, Gerontopole, Department of Geriatrics, CHU Toulouse, Purpan University Hospital, Toulouse, France. claudie28@yahoo.com, Tel : +33 (5) 61 77 64 25, Fax : +33 (5) 61 77 64 75.']",['eng'],,"['Clinical Trial, Phase III', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",Switzerland,J Prev Alzheimers Dis,The journal of prevention of Alzheimer's disease,101638820,IM,"['Alzheimer Disease/*diet therapy/*metabolism/prevention & control', 'Amyloid beta-Peptides/*metabolism', 'Cerebral Cortex/*metabolism', 'Cognition/*drug effects', 'Cognitive Behavioral Therapy', 'Combined Modality Therapy', 'Counseling', 'Fatty Acids, Omega-3/*metabolism/*therapeutic use', 'Humans']",,,2018/07/05 06:00,2019/11/12 06:00,['2018/07/05 06:00'],"['2018/07/05 06:00 [entrez]', '2018/07/05 06:00 [pubmed]', '2019/11/12 06:00 [medline]']",['10.14283/jpad.2018.7 [doi]'],ppublish,J Prev Alzheimers Dis. 2018;5(3):168-170. doi: 10.14283/jpad.2018.7.,,,"['The authors declare no conflict of interest. There were no financial', 'relationships with any organizations that might have an interest in the submitted', 'work or no other relationships or activities that could appear to have influenced', 'the submitted work']",,,"['0 (Amyloid beta-Peptides)', '0 (Fatty Acids, Omega-3)']",,,,,,,,,,,,,,,,
10730151,NLM,MEDLINE,20000404,20051116,0041-4131 (Print) 0041-4131 (Linking),77,12,1999 Dec,[Alzheimer's disease].,601-13,,,,"['Ben Hamouda, I', 'Tougourti, M N', 'Hamza, M']","['Ben Hamouda I', 'Tougourti MN', 'Hamza M']","['Service de Medecine Interne, Hopital Razi, Manouba, Tunis.']",['fre'],,"['Journal Article', 'Review']",Tunisia,Tunis Med,La Tunisie medicale,0413766,IM,"['Age of Onset', '*Alzheimer Disease/diagnosis/physiopathology/therapy', 'Diagnosis, Differential', 'Humans']",,,2000/03/24 00:00,2000/03/24 00:01,['2000/03/24 00:00'],"['2000/03/24 00:00 [pubmed]', '2000/03/24 00:01 [medline]', '2000/03/24 00:00 [entrez]']",,ppublish,Tunis Med. 1999 Dec;77(12):601-13.,,,,La demence d'Alzheimer.,,,,,,,,69,,,,,,,,,,
