PMID,OWN,STAT,DCOM,LR,IS,VI,DP,TI,PG,LID,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,EDAT,MHDA,CRDT,PHST,AID,PST,SO,IP,AB,AUID,PMC,COIS,OTO,OT,GR,RN,CI,RF,CON,MID,CIN,CN,TT,PS,FPS,SPIN,EIN,OID,ORI
16194655,NLM,MEDLINE,20051209,20161124,0002-9343 (Print) 0002-9343 (Linking),118,2005 Oct,Cardiovascular abnormalities in hyperthyroidism.,1175,,"['Osman, Faizel', 'Franklyn, Jayne A', 'Gammage, Michael D']","['Osman F', 'Franklyn JA', 'Gammage MD']",,['eng'],"['Comment', 'Letter']",,United States,Am J Med,The American journal of medicine,0267200,IM,"['Cardiovascular Diseases/diagnostic imaging/epidemiology/*etiology', 'Case-Control Studies', 'Echocardiography, Doppler', 'Humans', 'Hyperthyroidism/*complications', 'Patient Selection']",2005/10/01 09:00,2005/12/13 09:00,['2005/10/01 09:00'],"['2005/02/18 00:00 [received]', '2005/02/21 00:00 [accepted]', '2005/10/01 09:00 [pubmed]', '2005/12/13 09:00 [medline]', '2005/10/01 09:00 [entrez]']","['S0002-9343(05)00196-8 [pii]', '10.1016/j.amjmed.2005.02.030 [doi]']",ppublish,Am J Med. 2005 Oct;118(10):1175. doi: 10.1016/j.amjmed.2005.02.030.,10,,,,,,,,,,,['Am J Med. 2005 Feb;118(2):126-31. PMID: 15694895'],,['Am J Med. 2006 May;119(5):e25. PMID: 16651042'],,,,,,,,
12125590,NLM,MEDLINE,20020722,20181130,0160-2446 (Print) 0160-2446 (Linking),38 Suppl 2,2001 Nov,"Proceedings of the meeting New Insights and Therapeutic Strategies in Cardiovascular Disease: Focus on Endothelial Targets. Venice, Italy, April 28-29, 2000.",S1-87,,,,,['eng'],"['Congress', 'Overall']",,United States,J Cardiovasc Pharmacol,Journal of cardiovascular pharmacology,7902492,IM,"['Animals', 'Cardiovascular Diseases/etiology/*physiopathology/therapy', 'Endothelium, Vascular/drug effects/*physiology', 'Humans']",2002/07/20 10:00,2002/07/23 10:01,['2002/07/20 10:00'],"['2002/07/20 10:00 [pubmed]', '2002/07/23 10:01 [medline]', '2002/07/20 10:00 [entrez]']",,ppublish,J Cardiovasc Pharmacol. 2001 Nov;38 Suppl 2:S1-87.,,,,,,,,,,,,,,,,,,,,,,
3424191,NLM,MEDLINE,19880128,20071115,0040-3660 (Print) 0040-3660 (Linking),59,1987,[Improvement in the diagnosis of the causes of death from the main cardiovascular diseases].,61-4,,"['Belenkov, Iu N', 'Zhdanov, V S', 'Pichugin, V N', 'Marchenko, O V', 'Iurova, I V']","['Belenkov IuN', 'Zhdanov VS', 'Pichugin VN', 'Marchenko OV', 'Iurova IV']",,['rus'],['Journal Article'],,Russia (Federation),Ter Arkh,Terapevticheskii arkhiv,2984818R,IM,"['Cardiovascular Diseases/diagnosis/*mortality/pathology', '*Cause of Death', 'Coronary Artery Disease/diagnosis/mortality/pathology', 'Coronary Disease/diagnosis/mortality/pathology', 'Humans', 'Hypertension/diagnosis/mortality/pathology', 'Myocardium/pathology', 'USSR']",1987/01/01 00:00,1987/01/01 00:01,['1987/01/01 00:00'],"['1987/01/01 00:00 [pubmed]', '1987/01/01 00:01 [medline]', '1987/01/01 00:00 [entrez]']",,ppublish,Ter Arkh. 1987;59(9):61-4.,9,,,,,,,,,,,,,,,Sovershenstvovanie diagnostiki prichin smerti ot osnovnykh boleznei serdechno-sosudistoi sistemy.,,,,,,
12680569,NLM,MEDLINE,20030430,20191107,0889-4655 (Print) 0889-4655 (Linking),18,2003 Apr-Jun,Aggressive blood pressure management.,108-15,,"['Miller, Nancy Houston']",['Miller NH'],"['Stanford University, Stanford, Calif, USA. nhm@stanford.edu']",['eng'],"['Journal Article', 'Review']",,United States,J Cardiovasc Nurs,The Journal of cardiovascular nursing,8703516,IM,"['Cardiovascular Diseases/*diagnosis/etiology/*prevention & control', 'Female', 'Humans', 'Hypertension/complications/*diagnosis/*therapy', 'Male']",2003/04/12 05:00,2003/05/06 05:00,['2003/04/12 05:00'],"['2003/04/12 05:00 [pubmed]', '2003/05/06 05:00 [medline]', '2003/04/12 05:00 [entrez]']",['10.1097/00005082-200304000-00006 [doi]'],ppublish,J Cardiovasc Nurs. 2003 Apr-Jun;18(2):108-15. doi: 10.1097/00005082-200304000-00006.,2,"More than one third of all Americans have high or high-normal blood pressure and are at risk for stroke, cardiovascular disease, kidney disease, and heart failure. Many of these are not diagnosed or are inadequately treated. The large number of untreated individuals at risk for the complications of hypertension, or who have not achieved goal pressures on therapy, require a concerted effort by health care professionals to screen and treat this condition. Aggressive identification and treatment of even high-normal hypertension can reduce adverse outcomes. The importance of aggressive management is outlined in this article.",,,,,,,,,41,,,,,,,,,,,
21098469,NLM,MEDLINE,20120110,20211020,1524-4539 (Electronic) 0009-7322 (Linking),122,2010 Nov 16,"The polypill in the prevention of cardiovascular diseases: key concepts, current status, challenges, and future directions.",2078-88,10.1161/CIRCULATIONAHA.109.873232 [doi],"['Lonn, Eva', 'Bosch, Jackie', 'Teo, Koon K', 'Pais, Prem', 'Xavier, Denis', 'Yusuf, Salim']","['Lonn E', 'Bosch J', 'Teo KK', 'Pais P', 'Xavier D', 'Yusuf S']","['Population Health Research Institute, Hamilton Health Sciences, Hamilton, Ontario, Canada. Eva.Lonn@phri.ca']",['eng'],"['Journal Article', 'Review']",,United States,Circulation,Circulation,0147763,IM,"['Age Factors', 'Cardiovascular Diseases/epidemiology/metabolism/*prevention & control', 'Drug Therapy, Combination/*methods', 'Female', 'Humans', 'Male', 'Risk Factors']",2010/11/26 06:00,2012/01/11 06:00,['2010/11/25 06:00'],"['2010/11/25 06:00 [entrez]', '2010/11/26 06:00 [pubmed]', '2012/01/11 06:00 [medline]']","['122/20/2078 [pii]', '10.1161/CIRCULATIONAHA.109.873232 [doi]']",ppublish,Circulation. 2010 Nov 16;122(20):2078-88. doi: 10.1161/CIRCULATIONAHA.109.873232.,20,,,,,,,['089725/WT_/Wellcome Trust/United Kingdom'],,,,,,,,,,,,,,
23786122,NLM,MEDLINE,20130730,20151119,0040-7453 (Print) 0040-7453 (Linking),138,2013 May 1,[Development in veterinary cardiology].,304,,"['Thissen, Simone']",['Thissen S'],,['dut'],['Journal Article'],,Netherlands,Tijdschr Diergeneeskd,Tijdschrift voor diergeneeskunde,0031550,IM,"['Animals', 'Biomarkers/analysis', 'Cardiovascular Diseases/diagnosis/prevention & control/therapy/*veterinary', 'Cat Diseases/*diagnosis/prevention & control/therapy', 'Cats', 'Dog Diseases/*diagnosis/prevention & control/therapy', 'Dogs', 'Practice Guidelines as Topic', 'Prognosis', 'Veterinary Medicine/standards/*trends']",2013/06/22 06:00,2013/07/31 06:00,['2013/06/22 06:00'],"['2013/06/22 06:00 [entrez]', '2013/06/22 06:00 [pubmed]', '2013/07/31 06:00 [medline]']",,ppublish,Tijdschr Diergeneeskd. 2013 May 1;138(5):304.,5,,,,,,,,['0 (Biomarkers)'],,,,,,,Ontwikkelingen in de veterinaire cardiologie.,,,,,,
10872693,NLM,MEDLINE,20001103,20191104,1401-7431 (Print) 1401-7431 (Linking),34,2000,Prevention of cardiovascular diseases--a scientific dilemma.,103-5,,"['Thelle, D']",['Thelle D'],"['Department of Internal Medicine, Sahlgrenska University Hospital, Goteborg, Sweden.']",['eng'],['Journal Article'],,England,Scand Cardiovasc J,Scandinavian cardiovascular journal : SCJ,9708377,IM,"['Cardiovascular Diseases/etiology/*prevention & control', 'Community Medicine', 'Humans']",2000/06/29 11:00,2001/02/28 10:01,['2000/06/29 11:00'],"['2000/06/29 11:00 [pubmed]', '2001/02/28 10:01 [medline]', '2000/06/29 11:00 [entrez]']",['10.1080/14017430050142080 [doi]'],ppublish,Scand Cardiovasc J. 2000;34(2):103-5. doi: 10.1080/14017430050142080.,2,,,,,,,,,,,,,['Scand Cardiovasc J. 2000 Jun;34(3):229-30. PMID: 10935766'],,,,,,,,
1497591,NLM,MEDLINE,19920910,20191028,0067-8198 (Print) 0067-8198 (Linking),,1992,"Oxygen free radicals, lipid metabolism, and whole blood and plasma viscosity in the prevention and treatment of human cardiovascular diseases.",111-24,,"['Mozsik, G', 'Fiegler, M', 'Juricskay, I', 'Mezey, B', 'Toth, K']","['Mozsik G', 'Fiegler M', 'Juricskay I', 'Mezey B', 'Toth K']","['First Department of Medicine, Medical University of Pecs, Hungary.']",['eng'],"['Journal Article', 'Review']",,Switzerland,Bibl Nutr Dieta,Bibliotheca nutritio et dieta,0413657,IM,"['Animals', '*Blood Viscosity', 'Cardiovascular Diseases/blood/*prevention & control/therapy', '*Free Radical Scavengers', 'Humans', '*Lipid Metabolism', 'Oxygen/*metabolism']",1992/01/01 00:00,1992/01/01 00:01,['1992/01/01 00:00'],"['1992/01/01 00:00 [pubmed]', '1992/01/01 00:01 [medline]', '1992/01/01 00:00 [entrez]']",['10.1159/000421440 [doi]'],ppublish,Bibl Nutr Dieta. 1992;(49):111-24. doi: 10.1159/000421440.,49,,,,,,,,"['0 (Free Radical Scavengers)', 'S88TT14065 (Oxygen)']",,24,,,,,,,,,,,
24169589,NLM,MEDLINE,20140801,20131030,2047-4881 (Electronic) 2047-4873 (Linking),20,2013 Dec,Psychosocial interventions in cardiovascular disease--what are they?,916-7,10.1177/2047487313494031 [doi],"['Thompson, David R', 'Ski, Chantal F']","['Thompson DR', 'Ski CF']","['Cardiovascular Research Centre, Australian Catholic University, Melbourne, Australia.']",['eng'],['Editorial'],20130607,England,Eur J Prev Cardiol,European journal of preventive cardiology,101564430,IM,"['Cardiovascular Diseases/diagnosis/psychology/*therapy', 'Humans', 'Psychotherapy/classification/*methods', 'Research Design', '*Social Support', '*Terminology as Topic', 'Treatment Outcome']",2013/10/31 06:00,2014/08/02 06:00,['2013/10/31 06:00'],"['2013/10/31 06:00 [entrez]', '2013/10/31 06:00 [pubmed]', '2014/08/02 06:00 [medline]']","['2047487313494031 [pii]', '10.1177/2047487313494031 [doi]']",ppublish,Eur J Prev Cardiol. 2013 Dec;20(6):916-7. doi: 10.1177/2047487313494031. Epub 2013 Jun 7.,6,,,,,,,,,,,,,,,,,,,,,
9926281,NLM,MEDLINE,19990330,20190915,0920-3206 (Print) 0920-3206 (Linking),12,1998 Oct,The limits of evidence-based cardiovascular therapy.,487-91,,"['Hampton, J R']",['Hampton JR'],"['Cardiovascular Medicine, University Hospital, Nottingham, England. John.Hampton@nottingham.ac.uk']",['eng'],"['Journal Article', 'Review']",,United States,Cardiovasc Drugs Ther,Cardiovascular drugs and therapy,8712220,IM,"['Cardiovascular Diseases/drug therapy/mortality/*therapy', 'Clinical Trials as Topic', '*Evidence-Based Medicine', 'Humans', 'Meta-Analysis as Topic', 'Therapeutic Equivalency']",1999/02/02 00:00,1999/02/02 00:01,['1999/02/02 00:00'],"['1999/02/02 00:00 [pubmed]', '1999/02/02 00:01 [medline]', '1999/02/02 00:00 [entrez]']",['10.1023/a:1007762318098 [doi]'],ppublish,Cardiovasc Drugs Ther. 1998 Oct;12(5):487-91. doi: 10.1023/a:1007762318098.,5,,,,,,,,,,37,,,,,,,,,,,
24716312,NLM,MEDLINE,20140512,20140410,0095-8301 (Print) 0095-8301 (Linking),67,2014 Feb,Listen to your heart.,"34, 36-7",,"['Berg, Erika Gebel']",['Berg EG'],,['eng'],['Journal Article'],,United States,Diabetes Forecast,Diabetes forecast,7504241,,"['Cardiovascular Diseases/complications/physiopathology/*prevention & control', 'Coronary Angiography/methods', 'Diabetes Complications', 'Echocardiography', 'Electrocardiography', 'Humans']",2014/04/11 06:00,2014/05/13 06:00,['2014/04/11 06:00'],"['2014/04/11 06:00 [entrez]', '2014/04/11 06:00 [pubmed]', '2014/05/13 06:00 [medline]']",,ppublish,"Diabetes Forecast. 2014 Feb;67(2):34, 36-7.",2,,,,,,,,,,,,,,,,,,,,,
24288918,NLM,MEDLINE,20140204,20201209,1438-3276 (Print) 1438-3276 (Linking),155,2013 Oct 24,[With a dog heart disease patients live longer].,36,,"['Holzgreve, H']",['Holzgreve H'],,['ger'],['News'],,Germany,MMW Fortschr Med,MMW Fortschritte der Medizin,100893959,IM,"['Animals', 'Cardiovascular Diseases/mortality/*prevention & control/*psychology', 'Dogs/*psychology', '*Human-Animal Bond', 'Humans', 'Longevity', 'United States']",2013/12/03 06:00,2014/02/05 06:00,['2013/12/03 06:00'],"['2013/12/03 06:00 [entrez]', '2013/12/03 06:00 [pubmed]', '2014/02/05 06:00 [medline]']",['10.1007/s15006-013-2275-0 [doi]'],ppublish,MMW Fortschr Med. 2013 Oct 24;155(18):36. doi: 10.1007/s15006-013-2275-0.,18,,,,,,,,,,,,,,,Mit Hund leben Herzkranke Ianger.,,,,,,
21900771,NLM,MEDLINE,20120403,20110908,1531-7072 (Electronic) 1070-5295 (Linking),17,2011 Oct,Current world literature.,538-45,10.1097/MCC.0b013e32834b7d59 [doi],,,,['eng'],['Bibliography'],,United States,Curr Opin Crit Care,Current opinion in critical care,9504454,IM,"['*Cardiovascular Diseases/diagnosis/etiology/therapy', '*Communicable Diseases/diagnosis/etiology/therapy', '*Critical Care/organization & administration', 'Humans']",2011/09/09 06:00,2012/04/04 06:00,['2011/09/09 06:00'],"['2011/09/09 06:00 [entrez]', '2011/09/09 06:00 [pubmed]', '2012/04/04 06:00 [medline]']","['00075198-201110000-00020 [pii]', '10.1097/MCC.0b013e32834b7d59 [doi]']",ppublish,Curr Opin Crit Care. 2011 Oct;17(5):538-45. doi: 10.1097/MCC.0b013e32834b7d59.,5,,,,,,,,,,,,,,,,,,,,,
20991636,NLM,MEDLINE,20101028,20221207,0038-2310 (Print) 0038-2310 (Linking),11,1946 Apr,"Cardio-vascular disease in the Bantu and coloured races of South Africa; incidence, pathology and general features.",1-4,,"['BECKER, B J P']",['BECKER BJ'],,['eng'],['Journal Article'],,South Africa,S Afr J Med Sci,The South African journal of medical sciences,2984853R,OM,"['Africa', '*Black People', 'Cardiovascular Diseases/*epidemiology/*statistics & numerical data', '*Geography', 'Humans', 'Incidence', '*Racial Groups', 'South Africa', '*Vascular Diseases']",1946/04/01 00:00,1946/04/01 00:01,['2010/10/29 06:00'],"['2010/10/29 06:00 [entrez]', '1946/04/01 00:00 [pubmed]', '1946/04/01 00:01 [medline]']",,ppublish,S Afr J Med Sci. 1946 Apr;11:1-4.,,,,,,['NLM'],"['*CARDIOVASCULAR DISEASES/epidemiology and statistics', '*CARDIOVASCULAR DISEASES/racial aspects', '*GEOGRAPHY, MEDICAL/Africa', '*NEGROES']",,,,,,,,,,,,,,['CLML: 4611:439n'],
28111417,NLM,MEDLINE,20170302,20170817,1347-4820 (Electronic) 1346-9843 (Linking),81,2017 Jan 25,Guidelines for Perioperative Cardiovascular Evaluation and Management for Noncardiac Surgery (JCS 2014)　- Digest Version.,245-267,10.1253/circj.CJ-66-0135 [doi],"['Kyo, Shunei', 'Imanaka, Kazuhito', 'Masuda, Munetaka', 'Miyata, Tetsuro', 'Morita, Kiyozo', 'Morota, Tetsuro', 'Nomura, Minoru', 'Saiki, Yoshikatsu', 'Sawa, Yoshiki', 'Sueda, Taijiro', 'Ueda, Yuichi', 'Yamazaki, Kenji', 'Yozu, Ryohei', 'Iwamoto, Mari', 'Kawamoto, Shunsuke', 'Koyama, Isamu', 'Kudo, Mikihiko', 'Matsumiya, Goro', 'Orihashi, Kazumasa', 'Oshima, Hideki', 'Saito, Satoshi', 'Sakamoto, Yoshimasa', 'Shigematsu, Kunihiro', 'Taketani, Tsuyoshi', 'Komuro, Issei', 'Takamoto, Shinichi', 'Tei, Chuwa', 'Yamamoto, Fumio']","['Kyo S', 'Imanaka K', 'Masuda M', 'Miyata T', 'Morita K', 'Morota T', 'Nomura M', 'Saiki Y', 'Sawa Y', 'Sueda T', 'Ueda Y', 'Yamazaki K', 'Yozu R', 'Iwamoto M', 'Kawamoto S', 'Koyama I', 'Kudo M', 'Matsumiya G', 'Orihashi K', 'Oshima H', 'Saito S', 'Sakamoto Y', 'Shigematsu K', 'Taketani T', 'Komuro I', 'Takamoto S', 'Tei C', 'Yamamoto F']",,['eng'],"['Journal Article', 'Practice Guideline']",20170120,Japan,Circ J,Circulation journal : official journal of the Japanese Circulation Society,101137683,IM,"['*Cardiovascular Diseases/diagnosis/prevention & control/therapy', 'Female', 'Humans', 'Male', 'Perioperative Care', 'Pregnancy']",2017/01/24 06:00,2017/03/03 06:00,['2017/01/24 06:00'],"['2017/01/24 06:00 [pubmed]', '2017/03/03 06:00 [medline]', '2017/01/24 06:00 [entrez]']",['10.1253/circj.CJ-66-0135 [doi]'],ppublish,Circ J. 2017 Jan 25;81(2):245-267. doi: 10.1253/circj.CJ-66-0135. Epub 2017 Jan 20.,2,,,,,,,,,,,,,,['Japanese Circulation Society Joint Working Group'],,,,,,,
19364987,NLM,MEDLINE,20090514,20151119,1524-4539 (Electronic) 0009-7322 (Linking),119,2009 Apr 14,Is the horse already out of the barn in rural India?,1850-2,10.1161/CIRCULATIONAHA.109.853614 [doi],"['Gaziano, Thomas A']",['Gaziano TA'],,['eng'],"['Comment', 'Editorial']",,United States,Circulation,Circulation,0147763,IM,"['Autopsy', 'Cardiovascular Diseases/epidemiology/mortality/*prevention & control/*therapy', 'Cost of Illness', 'Developing Countries/statistics & numerical data', 'Humans', 'India/epidemiology', 'Rural Population', '*Secondary Prevention', 'Surveys and Questionnaires']",2009/04/15 09:00,2009/05/15 09:00,['2009/04/15 09:00'],"['2009/04/15 09:00 [entrez]', '2009/04/15 09:00 [pubmed]', '2009/05/15 09:00 [medline]']","['119/14/1850 [pii]', '10.1161/CIRCULATIONAHA.109.853614 [doi]']",ppublish,Circulation. 2009 Apr 14;119(14):1850-2. doi: 10.1161/CIRCULATIONAHA.109.853614.,14,,,,,,,,,,,['Circulation. 2009 Apr 14;119(14):1950-5. PMID: 19332466'],,,,,,,,,,
19505269,NLM,MEDLINE,20090817,20090609,1744-8344 (Electronic) 1477-9072 (Linking),7,2009 Jun,Assessment of endothelial function: implications for hypertension and cardiovascular disorders.,561-3,10.1586/erc.09.36 [doi],"['Butt, Mehmood', 'Dwivedi, Girish', 'Khair, Omer', 'Lip, Gregory Yh']","['Butt M', 'Dwivedi G', 'Khair O', 'Lip GY']",,['eng'],['Editorial'],,England,Expert Rev Cardiovasc Ther,Expert review of cardiovascular therapy,101182328,IM,"['Animals', 'Cardiovascular Diseases/drug therapy/etiology/*physiopathology', 'Endothelium, Vascular/metabolism/*pathology', 'Humans', 'Hypertension/drug therapy/etiology/*physiopathology', 'Prognosis']",2009/06/10 09:00,2009/08/18 09:00,['2009/06/10 09:00'],"['2009/06/10 09:00 [entrez]', '2009/06/10 09:00 [pubmed]', '2009/08/18 09:00 [medline]']",['10.1586/erc.09.36 [doi]'],ppublish,Expert Rev Cardiovasc Ther. 2009 Jun;7(6):561-3. doi: 10.1586/erc.09.36.,6,,,,,,,,,,,,,,,,,,,,,
9157767,NLM,MEDLINE,19970521,20161018,1997-7298 (Print) 1997-7298 (Linking),97,1997,[Cardiovascular diseases and depressions].,71-5,,"['Lapin, I P', 'Annalova, N A']","['Lapin IP', 'Annalova NA']",,['rus'],"['Journal Article', 'Review']",,Russia (Federation),Zh Nevrol Psikhiatr Im S S Korsakova,Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,9712194,IM,"['Cardiovascular Diseases/*complications/psychology/therapy', 'Chronic Disease', 'Combined Modality Therapy', 'Depression/*etiology/psychology/therapy', 'Depressive Disorder/*etiology/psychology/therapy', 'Humans', 'Hypertension/complications/psychology/therapy', 'Myocardial Ischemia/complications/psychology/therapy', 'Psychophysiologic Disorders/etiology/psychology/therapy']",1997/01/01 00:00,1997/01/01 00:01,['1997/01/01 00:00'],"['1997/01/01 00:00 [pubmed]', '1997/01/01 00:01 [medline]', '1997/01/01 00:00 [entrez]']",,ppublish,Zh Nevrol Psikhiatr Im S S Korsakova. 1997;97(3):71-5.,3,,,,,,,,,,50,,,,,Serdechno-sosudistye zabolevaniia i depressii.,,,,,,
11203506,NLM,MEDLINE,20010104,20041117,0029-6465 (Print) 0029-6465 (Linking),35,2000 Dec,"Acute Care Cardiology, Preface.",xiii-xiv,,"['Cheek, D J', 'Granger, B B']","['Cheek DJ', 'Granger BB']","['Duke University School of Nursing, DUMC, Durham, NC 27710, USA.']",['eng'],['Journal Article'],,United States,Nurs Clin North Am,The Nursing clinics of North America,0042033,IM,"['*Cardiovascular Diseases/epidemiology/mortality/therapy', 'Female', 'Humans', 'Male', 'Middle Aged', 'Research/*trends', 'United States/epidemiology']",2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",,ppublish,Nurs Clin North Am. 2000 Dec;35(4):xiii-xiv.,4,,,,,,,,,,,,,,,,,,,,,
24240914,NLM,MEDLINE,20131204,20161017,1538-3598 (Electronic) 0098-7484 (Linking),310,2013 Nov 20,"Costs of cardiac care likely to increase, despite advances in prevention, care.",2029,10.1001/jama.2013.282805 [doi],"['Kuehn, Bridget M']",['Kuehn BM'],,['eng'],['News'],,United States,JAMA,JAMA,7501160,IM,"['Cardiovascular Diseases/*economics/*epidemiology/prevention & control/therapy', 'Forecasting', 'Health Care Costs/*trends', 'Humans', 'Life Expectancy', 'Nutrition Surveys', 'Prevalence', 'Risk', 'United States/epidemiology']",2013/11/19 06:00,2013/12/16 06:00,['2013/11/19 06:00'],"['2013/11/19 06:00 [entrez]', '2013/11/19 06:00 [pubmed]', '2013/12/16 06:00 [medline]']","['1779531 [pii]', '10.1001/jama.2013.282805 [doi]']",ppublish,JAMA. 2013 Nov 20;310(19):2029. doi: 10.1001/jama.2013.282805.,19,,,,,,,,,,,,,,,,,,,,,
10476602,NLM,MEDLINE,19990930,20041117,0393-1978 (Print) 0393-1978 (Linking),44,1999 Aug,"[Recommendations for cardiovascular assessment and risk reduction in diabetes--1999. Societa Italiana di Diabetologia, the Diabetes and Atherosclerosis Study Group, Associazione Medici Diabetologi].",751-8,,"['Ceriello, A', 'Boemi, M', 'Cucinotta, D', 'De Feo, P', 'Gensini, G F', 'Lala, A', 'Manzato, E', 'Rivellese, A', 'Ruotolo, G', 'Vannuzzo, D', 'Zavaroni, I']","['Ceriello A', 'Boemi M', 'Cucinotta D', 'De Feo P', 'Gensini GF', 'Lala A', 'Manzato E', 'Rivellese A', 'Ruotolo G', 'Vannuzzo D', 'Zavaroni I']","['Cattedra di Medicina Interna, Universita degli Studi, Udine. antonio.ceriello@dpmsc.uniud.it']",['ita'],"['Guideline', 'Journal Article', 'Practice Guideline']",,Italy,Cardiologia,"Cardiologia (Rome, Italy)",8506637,IM,"['Cardiovascular Diseases/*diagnosis/prevention & control/therapy', 'Diabetic Angiopathies/*diagnosis/prevention & control/therapy', 'Humans', 'Italy', 'Risk Factors']",1999/09/07 00:00,1999/09/07 00:01,['1999/09/07 00:00'],"['1999/09/07 00:00 [pubmed]', '1999/09/07 00:01 [medline]', '1999/09/07 00:00 [entrez]']",,ppublish,Cardiologia. 1999 Aug;44(8):751-8.,8,,,,,,,,,,,,,,,"Raccomandazioni per la valutazione e la riduzione del rischio cardiovascolare nel diabete--1999. Societa di Diabetologia, Gruppo di Studio ""Diabete e Aterosclerosi"", Associazione Medici Diabetologi.",,,,,,
11122779,NLM,MEDLINE,20010712,20191104,1523-3804 (Print) 1523-3804 (Linking),2,2000 Nov,Beyond cholesterol lowering: deciphering the benefits of dietary intervention on cardiovascular diseases.,461-6,,"['Mustad, V A', 'Kris-Etherton, P M']","['Mustad VA', 'Kris-Etherton PM']","['Strategic-Discovery Research Development, Ross Products Division Abbott Laboratories, 625 Cleveland Avenue, RP3-2, #105670, Columbus, OH 43215, USA. vikkie.mustad@rossnutrition.com']",['eng'],"['Journal Article', 'Review']",,United States,Curr Atheroscler Rep,Current atherosclerosis reports,100897685,IM,"['Cardiovascular Diseases/*diet therapy/epidemiology/prevention & control', 'Female', 'Humans', 'Incidence', 'Male', 'Meta-Analysis as Topic', 'Risk Factors']",2000/12/21 11:00,2001/07/13 10:01,['2000/12/21 11:00'],"['2000/12/21 11:00 [pubmed]', '2001/07/13 10:01 [medline]', '2000/12/21 11:00 [entrez]']",['10.1007/s11883-000-0044-x [doi]'],ppublish,Curr Atheroscler Rep. 2000 Nov;2(6):461-6. doi: 10.1007/s11883-000-0044-x.,6,,,,,,,,,,25,,,,,,,,,,,
16563268,NLM,MEDLINE,20100216,20111017,0253-3758 (Print) 0253-3758 (Linking),33,2005 Nov,[RNAi and its application for treatment of cardiovascular diseases].,1058-60,,"['Tang, Yu', 'Ge, Yu-zhi', 'Yin, Qin-wei']","['Tang Y', 'Ge YZ', 'Yin QW']",,['chi'],"['Journal Article', 'Review']",,China,Zhonghua Xin Xue Guan Bing Za Zhi,Zhonghua xin xue guan bing za zhi,7910682,IM,"['Cardiovascular Diseases/*diagnosis/*therapy', 'Humans', '*RNA Interference']",2006/03/28 09:00,2010/02/17 06:00,['2006/03/28 09:00'],"['2006/03/28 09:00 [pubmed]', '2010/02/17 06:00 [medline]', '2006/03/28 09:00 [entrez]']",,ppublish,Zhonghua Xin Xue Guan Bing Za Zhi. 2005 Nov;33(11):1058-60.,11,,,,,,,,,,31,,,,,,,,,,,
28700418,NLM,MEDLINE,20180921,20180921,1531-698X (Electronic) 1040-8703 (Linking),29,2017 Oct,Advances in paediatric cardiology 2017: the genetics of paediatric cardiovascular disease.,511-512,10.1097/MOP.0000000000000525 [doi],"['Bernstein, Daniel']",['Bernstein D'],"['Department of Pediatrics (Cardiology), Stanford University, Stanford, California, USA.']",['eng'],"['Editorial', 'Introductory Journal Article']",,United States,Curr Opin Pediatr,Current opinion in pediatrics,9000850,IM,"['Cardiology/trends', 'Cardiovascular Diseases/diagnosis/*genetics/therapy', 'Child', '*Genetic Predisposition to Disease', 'Humans', 'Pediatrics/trends']",2017/07/13 06:00,2018/09/22 06:00,['2017/07/13 06:00'],"['2017/07/13 06:00 [pubmed]', '2018/09/22 06:00 [medline]', '2017/07/13 06:00 [entrez]']",['10.1097/MOP.0000000000000525 [doi]'],ppublish,Curr Opin Pediatr. 2017 Oct;29(5):511-512. doi: 10.1097/MOP.0000000000000525.,5,,,,,,,,,,,,,,,,,,,,,
18300776,NLM,MEDLINE,20080411,20080227,0361-1817 (Print) 0361-1817 (Linking),33,2008 Feb,Promising practice for diverse populations.,5,10.1097/01.NPR.0000309090.27259.a8 [doi],"['Newland, Jamesetta']",['Newland J'],,['eng'],"['Editorial', 'Introductory Journal Article']",,United States,Nurse Pract,The Nurse practitioner,7603663,IM,"['Cardiovascular Diseases/drug therapy/ethnology/genetics/*nursing', '*Cultural Diversity', 'Humans', 'Nurse Practitioners/education/*organization & administration', 'Pharmacogenetics', 'Primary Health Care/organization & administration', 'Transcultural Nursing/education/organization & administration']",2008/02/28 09:00,2008/04/12 09:00,['2008/02/28 09:00'],"['2008/02/28 09:00 [pubmed]', '2008/04/12 09:00 [medline]', '2008/02/28 09:00 [entrez]']","['00006205-200802000-00001 [pii]', '10.1097/01.NPR.0000309090.27259.a8 [doi]']",ppublish,Nurse Pract. 2008 Feb;33(2):5. doi: 10.1097/01.NPR.0000309090.27259.a8.,2,,,,,,,,,,,,,,,,,,,,,
